open_5,high_5,low_5,close_5,volume_5,open_4,high_4,low_4,close_4,volume_4,open_3,high_3,low_3,close_3,volume_3,open_2,high_2,low_2,close_2,volume_2,open_1,high_1,low_1,close_1,volume_1,open_norm_5,high_norm_5,low_norm_5,close_norm_5,volume_norm_5,open_norm_4,high_norm_4,low_norm_4,close_norm_4,volume_norm_4,open_norm_3,high_norm_3,low_norm_3,close_norm_3,volume_norm_3,open_norm_2,high_norm_2,low_norm_2,close_norm_2,volume_norm_2,open_norm_1,high_norm_1,low_norm_1,close_norm_1,volume_norm_1,date
257.7699890136719,257.9100036621094,253.9199981689453,229.3899383544922,2258300.0,255.47999572753903,256.1400146484375,253.22000122070312,227.2545623779297,2988200.0,255.22999572753903,259.7200012207031,254.32000732421875,230.43069458007807,2583200.0,257.17999267578125,257.489990234375,253.69000244140625,229.2553558349609,2594700.0,254.75,255.17999267578125,251.6199951171875,225.9267120361328,2940500.0,0.7101479446657573,0.699357169015067,0.7132788505919688,0.6214071239034257,0.06658064899957983,0.6940098658452367,0.6867143903459821,0.7083943562396154,0.6061862254262225,0.09372083424742597,0.6922480616820711,0.7122857230050224,0.7160700662747359,0.6288256043129791,0.07866154526896633,0.7059901126483645,0.6963570731026786,0.7116739681206222,0.620447823579232,0.07908915470909544,0.6888654277977513,0.6798570905412946,0.6972297064565296,0.5967213464225983,0.09194718465662961,2018-01-08
221.0200042724609,222.4499969482422,220.0,204.82467651367188,3485000.0,221.6199951171875,223.80999755859372,220.5200042724609,206.9733428955078,2417600.0,224.33999633789065,226.1000061035156,224.1699981689453,207.8717193603516,2749100.0,225.19000244140625,229.0500030517578,224.72000122070312,211.83555603027344,2432800.0,228.1300048828125,228.7100067138672,224.6100006103516,208.15875244140625,2850800.0,0.4511628402124056,0.4460714067731585,0.47658919086687396,0.446306644807961,0.11219356206100313,0.45539110568480784,0.455785696847098,0.48021771801747537,0.46162227691128355,0.07250396933110728,0.47455954358260916,0.47214290073939713,0.5056869355880266,0.4680258784857979,0.08483027623569832,0.480549720750169,0.4932143075125558,0.5095247906055868,0.496279992138523,0.07306915746066922,0.5012685549141153,0.4907857622419085,0.508757219602075,0.4700718420230317,0.08861183102362263,2018-01-08
255.47999572753903,256.1400146484375,253.22000122070312,227.2545623779297,2988200.0,255.22999572753903,259.7200012207031,254.32000732421875,230.43069458007807,2583200.0,257.17999267578125,257.489990234375,253.69000244140625,229.2553558349609,2594700.0,254.75,255.17999267578125,251.6199951171875,225.9267120361328,2940500.0,252.8000030517578,255.6000061035156,252.6199951171875,227.83775329589844,2637300.0,0.6940098658452367,0.6867143903459821,0.7083943562396154,0.6061862254262225,0.09372083424742597,0.6922480616820711,0.7122857230050224,0.7160700662747359,0.6288256043129791,0.07866154526896633,0.7059901126483645,0.6963570731026786,0.7116739681206222,0.620447823579232,0.07908915470909544,0.6888654277977513,0.6798570905412946,0.6972297064565296,0.5967213464225983,0.09194718465662961,0.6751233768314581,0.6828571864536829,0.7042075859524605,0.6103431934977276,0.08067316880905194,2018-01-09
221.6199951171875,223.80999755859372,220.5200042724609,206.9733428955078,2417600.0,224.33999633789065,226.1000061035156,224.1699981689453,207.8717193603516,2749100.0,225.19000244140625,229.0500030517578,224.72000122070312,211.83555603027344,2432800.0,228.1300048828125,228.7100067138672,224.6100006103516,208.15875244140625,2850800.0,224.75999450683597,226.6300048828125,223.3000030517578,209.1960601806641,2672200.0,0.45539110568480784,0.455785696847098,0.48021771801747537,0.46162227691128355,0.07250396933110728,0.47455954358260916,0.47214290073939713,0.5056869355880266,0.4680258784857979,0.08483027623569832,0.480549720750169,0.4932143075125558,0.5095247906055868,0.496279992138523,0.07306915746066922,0.5012685549141153,0.4907857622419085,0.508757219602075,0.4700718420230317,0.08861183102362263,0.47751936167288833,0.4759286063058036,0.499616214498244,0.4774657417213308,0.08197087050126982,2018-01-09
255.22999572753903,259.7200012207031,254.32000732421875,230.43069458007807,2583200.0,257.17999267578125,257.489990234375,253.69000244140625,229.2553558349609,2594700.0,254.75,255.17999267578125,251.6199951171875,225.9267120361328,2940500.0,252.8000030517578,255.6000061035156,252.6199951171875,227.83775329589844,2637300.0,255.0,255.1499938964844,252.3500061035156,228.1876678466797,2927200.0,0.6922480616820711,0.7122857230050224,0.7160700662747359,0.6288256043129791,0.07866154526896633,0.7059901126483645,0.6963570731026786,0.7116739681206222,0.620447823579232,0.07908915470909544,0.6888654277977513,0.6798570905412946,0.6972297064565296,0.5967213464225983,0.09194718465662961,0.6751233768314581,0.6828571864536829,0.7042075859524605,0.6103431934977276,0.08067316880905194,0.6906272319609168,0.6796428135463172,0.7023236351498326,0.6128373743406306,0.09145264504326292,2018-01-10
224.33999633789065,226.1000061035156,224.1699981689453,207.8717193603516,2749100.0,225.19000244140625,229.0500030517578,224.72000122070312,211.83555603027344,2432800.0,228.1300048828125,228.7100067138672,224.6100006103516,208.15875244140625,2850800.0,224.75999450683597,226.6300048828125,223.3000030517578,209.1960601806641,2672200.0,224.8300018310547,225.00999450683597,223.02999877929688,207.64015197753903,2311600.0,0.47455954358260916,0.47214290073939713,0.5056869355880266,0.4680258784857979,0.08483027623569832,0.480549720750169,0.4932143075125558,0.5095247906055868,0.496279992138523,0.07306915746066922,0.5012685549141153,0.4907857622419085,0.508757219602075,0.4700718420230317,0.08861183102362263,0.47751936167288833,0.4759286063058036,0.499616214498244,0.4774657417213308,0.08197087050126982,0.47801271845393084,0.4643571036202569,0.49773215722162506,0.46637527284861385,0.06856252579600428,2018-01-10
257.17999267578125,257.489990234375,253.69000244140625,229.2553558349609,2594700.0,254.75,255.17999267578125,251.6199951171875,225.9267120361328,2940500.0,252.8000030517578,255.6000061035156,252.6199951171875,227.83775329589844,2637300.0,255.0,255.1499938964844,252.3500061035156,228.1876678466797,2927200.0,224.17999267578125,225.9199981689453,223.6999969482422,208.74224853515625,2543600.0,0.7059901126483645,0.6963570731026786,0.7116739681206222,0.620447823579232,0.07908915470909544,0.6888654277977513,0.6798570905412946,0.6972297064565296,0.5967213464225983,0.09194718465662961,0.6751233768314581,0.6828571864536829,0.7042075859524605,0.6103431934977276,0.08067316880905194,0.6906272319609168,0.6796428135463172,0.7023236351498326,0.6128373743406306,0.09145264504326292,0.47343196311050484,0.4708571297781808,0.5024073237070198,0.4742309853787186,0.07718908145773917,2018-01-11
225.19000244140625,229.0500030517578,224.72000122070312,211.83555603027344,2432800.0,228.1300048828125,228.7100067138672,224.6100006103516,208.15875244140625,2850800.0,224.75999450683597,226.6300048828125,223.3000030517578,209.1960601806641,2672200.0,224.8300018310547,225.00999450683597,223.02999877929688,207.64015197753903,2311600.0,255.75,255.88999938964844,252.97000122070312,228.9054412841797,2422400.0,0.480549720750169,0.4932143075125558,0.5095247906055868,0.496279992138523,0.07306915746066922,0.5012685549141153,0.4907857622419085,0.508757219602075,0.4700718420230317,0.08861183102362263,0.47751936167288833,0.4759286063058036,0.499616214498244,0.4774657417213308,0.08197087050126982,0.47801271845393084,0.4643571036202569,0.49773215722162506,0.46637527284861385,0.06856252579600428,0.6959126444504137,0.6849285670689174,0.7066498863656328,0.6179536427363291,0.07268244979307421,2018-01-11
254.75,255.17999267578125,251.6199951171875,225.9267120361328,2940500.0,252.8000030517578,255.6000061035156,252.6199951171875,227.83775329589844,2637300.0,255.0,255.1499938964844,252.3500061035156,228.1876678466797,2927200.0,224.17999267578125,225.9199981689453,223.6999969482422,208.74224853515625,2543600.0,255.75,257.29998779296875,254.08999633789065,230.61013793945312,2849200.0,0.6888654277977513,0.6798570905412946,0.6972297064565296,0.5967213464225983,0.09194718465662961,0.6751233768314581,0.6828571864536829,0.7042075859524605,0.6103431934977276,0.08067316880905194,0.6906272319609168,0.6796428135463172,0.7023236351498326,0.6128373743406306,0.09145264504326292,0.47343196311050484,0.4708571297781808,0.5024073237070198,0.4742309853787186,0.07718908145773917,0.6959126444504137,0.6949999128069196,0.7144650773293982,0.6301046714119041,0.08855233753630032,2018-01-12
228.1300048828125,228.7100067138672,224.6100006103516,208.15875244140625,2850800.0,224.75999450683597,226.6300048828125,223.3000030517578,209.1960601806641,2672200.0,224.8300018310547,225.00999450683597,223.02999877929688,207.64015197753903,2311600.0,255.75,255.88999938964844,252.97000122070312,228.9054412841797,2422400.0,227.4499969482422,229.8999938964844,226.5200042724609,211.7522125244141,3943800.0,0.5012685549141153,0.4907857622419085,0.508757219602075,0.4700718420230317,0.08861183102362263,0.47751936167288833,0.4759286063058036,0.499616214498244,0.4774657417213308,0.08197087050126982,0.47801271845393084,0.4643571036202569,0.49773215722162506,0.46637527284861385,0.06856252579600428,0.6959126444504137,0.6849285670689174,0.7066498863656328,0.6179536427363291,0.07268244979307421,0.4964763916736688,0.4992856706891743,0.5220849949930604,0.4956859220284614,0.12925331955067543,2018-01-12
