date,tic,open,high,low,close,volume,day,macd,rsi_30,cci_30,dx_30,vix,turbulence
2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.49456787109375,110737200.0,2.0,3.0008552708989527,62.80712431246386,107.49905838323868,29.73053178324967,28.6200008392334,53.068464475107
2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,234.61434936523438,6575800.0,2.0,3.5525108038193025,61.279635676708644,270.84923868413154,46.80613855018443,28.6200008392334,53.068464475107
2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.74229431152344,3301000.0,2.0,-0.3834831808261612,48.50481441364014,-66.29864358821864,3.142447593063421,28.6200008392334,53.068464475107
2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477575562,50.925771081469655,24.220608346258853,15.932919876883023,28.6200008392334,53.068464475107
2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.81626892089844,2807800.0,2.0,1.242722673722767,52.86542018580586,35.72104210681108,14.457404372847115,28.6200008392334,53.068464475107
2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,58.104314301452995,139.95268558042542,29.22574697896621,28.6200008392334,53.068464475107
2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.99992752075195,17129500.0,2.0,0.263117529472396,53.160553677671466,19.25617704322245,13.380576374222528,28.6200008392334,53.068464475107
2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,77.38651275634766,6379400.0,2.0,-1.0140327466336458,47.82918807566372,-92.50537391980839,9.086242134949151,28.6200008392334,53.068464475107
2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,49.235692276633216,-76.95780232579062,1.5594677137092303,28.6200008392334,53.068464475107
2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,185.683349609375,2620100.0,2.0,0.5822690184342605,50.96276125631526,-35.68489298465523,3.6210869345612835,28.6200008392334,53.068464475107
2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,232.89730834960938,3677300.0,2.0,2.2321072068848764,55.509686161474164,20.593763511496846,8.254305556136101,28.6200008392334,53.068464475107
