account_rewards,date
168.51603546141996,2018-01-08
-116.53759405517485,2018-01-09
-1196.598041824327,2018-01-10
6089.511433105479,2018-01-11
1218.0691881103558,2018-01-12
-355.6207190704299,2018-01-16
336.71458200071356,2018-01-17
2509.968826065131,2018-01-18
2188.742906387284,2018-01-19
358.8401635742048,2018-01-22
5716.0588500976155,2018-01-23
-1824.765137603681,2018-01-24
1785.2149641723372,2018-01-25
-152.8674752197403,2018-01-26
-5528.935666198726,2018-01-29
-87.84974360660999,2018-01-30
-146.4939077605959,2018-01-31
8180.457727630681,2018-02-01
-8736.588990615855,2018-02-02
270.11562805171707,2018-02-05
42.63200593570946,2018-02-06
-7579.860406738269,2018-02-07
3524.0706231994554,2018-02-08
4096.788502319367,2018-02-09
872.8406232604466,2018-02-12
25895.260986328154,2018-02-13
3854.412207031244,2018-02-14
-16436.844096374494,2018-02-15
-2617.3336183776846,2018-02-16
-1480.8170467529271,2018-02-20
1901.991252410895,2018-02-21
2876.004645446781,2018-02-22
3148.1282887878187,2018-02-23
-1169.0260813903587,2018-02-26
15173.668538253754,2018-02-27
-15904.353562377917,2018-02-28
522.7820073242183,2018-03-01
2063.828424926789,2018-03-02
-883.082488632208,2018-03-05
401.70769454955007,2018-03-06
-1200.8420927123807,2018-03-07
27397.383188705455,2018-03-08
1296.7630828857073,2018-03-09
-14782.032165176352,2018-03-12
-1619.8525463257101,2018-03-13
3199.2584432373405,2018-03-14
-1386.7512645264505,2018-03-15
-2868.0559277190478,2018-03-16
1222.0625222625677,2018-03-19
-3204.600220993045,2018-03-20
15412.011303710955,2018-03-21
-17946.713091796875,2018-03-22
6301.265369033819,2018-03-23
-1691.9350196075393,2018-03-26
809.8537884521356,2018-03-27
-3634.4888763427152,2018-03-28
2116.2463073729887,2018-03-29
20310.947631835996,2018-04-02
-5874.520285949751,2018-04-03
1168.9552070617792,2018-04-04
-5623.072892227181,2018-04-05
-902.5016631011968,2018-04-06
4366.907385391212,2018-04-09
-5455.935652587854,2018-04-10
32680.138549804746,2018-04-11
-25839.14211161807,2018-04-12
5637.45604333494,2018-04-13
8482.439379882795,2018-04-16
-2430.2047036132426,2018-04-17
-686.8279734040261,2018-04-18
-827.2622744139517,2018-04-19
-806.1342620849609,2018-04-20
512.9009246826754,2018-04-23
114.10873413080117,2018-04-24
2384.9755096434965,2018-04-25
3526.9821929932223,2018-04-26
-4232.430114746094,2018-04-27
503.89137268066406,2018-04-30
-3795.761032104492,2018-05-01
-8339.300272811932,2018-05-02
1659.6994350891327,2018-05-03
7051.445343017549,2018-05-04
-1961.0565490722365,2018-05-07
-3160.1373596191406,2018-05-08
5042.782562255859,2018-05-09
5121.212310791045,2018-05-10
5177.2835083008395,2018-05-11
-3810.099517822324,2018-05-14
-6929.255401611357,2018-05-15
10806.59619140628,2018-05-16
1882.6268005371676,2018-05-17
3549.012790039007,2018-05-18
-3008.5395362091367,2018-05-21
-1033.786301757791,2018-05-22
-1711.925636917178,2018-05-23
2460.7703598022927,2018-05-24
-26438.42490722658,2018-05-25
28287.281389907934,2018-05-29
-3871.7786029663403,2018-05-30
2125.529317642213,2018-05-31
1417.4349190673674,2018-06-01
-263.6723239441635,2018-06-04
4756.438491821347,2018-06-05
371.9735870361328,2018-06-06
-25015.589279174805,2018-06-07
30425.781021118164,2018-06-08
-332.06647911062464,2018-06-11
-717.1408892822801,2018-06-12
2559.5056762695312,2018-06-13
1619.7425946044968,2018-06-14
-1150.4697708130116,2018-06-15
-24146.521970108093,2018-06-18
27506.490057129005,2018-06-19
-986.3375576782273,2018-06-20
1682.0080419921433,2018-06-21
-3791.3104267577874,2018-06-22
-696.5613978576148,2018-06-25
-1565.729885742243,2018-06-26
-408.96159832767444,2018-06-27
-1308.1963321685325,2018-06-28
10472.13225665281,2018-06-29
-4441.103563659592,2018-07-02
1826.7886962585035,2018-07-03
684.8987183684949,2018-07-05
4358.579463195871,2018-07-06
-297.90032814029837,2018-07-09
-794.3799334411742,2018-07-10
21266.699951904302,2018-07-11
-14018.561466613726,2018-07-12
2626.054954330437,2018-07-13
-225.12772991944803,2018-07-16
106.11021728516789,2018-07-17
-1068.5779211425688,2018-07-18
1488.5499467010377,2018-07-19
1648.3778894805582,2018-07-20
25237.22150383005,2018-07-23
-17929.378614807152,2018-07-24
359.38113798515406,2018-07-25
485.1102416992653,2018-07-26
1244.1288607788738,2018-07-27
-1570.4439662781078,2018-07-30
-1554.4353699951316,2018-07-31
33633.65255957027,2018-08-01
1251.8218785400386,2018-08-02
-24354.44188537594,2018-08-03
2111.4261350250454,2018-08-06
-1481.0518251037574,2018-08-07
-2401.2474516296643,2018-08-08
-4143.037560211145,2018-08-09
