account_rewards,date
160.09023368835915,2018-01-08
-131.06537017822848,2018-01-09
-1103.801395492541,2018-01-10
6364.645069885242,2018-01-11
1292.777579406742,2018-01-12
-949.7614962462976,2018-01-16
551.1651110687235,2018-01-17
1676.030778503453,2018-01-18
1303.9277886809723,2018-01-19
778.0817399597436,2018-01-22
8270.418074295012,2018-01-23
-5314.769498535112,2018-01-24
2243.0249498900957,2018-01-25
-44.84781408688286,2018-01-26
-6607.9699959259015,2018-01-29
-269.71694453433156,2018-01-30
-1.6872266693098936,2018-01-31
7184.36869964606,2018-02-01
-8288.73779296878,2018-02-02
-1924.319683761627,2018-02-05
157.4403238525847,2018-02-06
-7173.995413208002,2018-02-07
3816.1079824829067,2018-02-08
4140.1302185058885,2018-02-09
869.7934456634102,2018-02-12
25305.038022308378,2018-02-13
3763.368493774411,2018-02-14
-16184.568320007325,2018-02-15
-2499.1936947326467,2018-02-16
-1439.5420180969231,2018-02-20
1857.5753082275332,2018-02-21
2948.6351623535156,2018-02-22
3344.2641750793555,2018-02-23
-1226.4759015655436,2018-02-26
15980.037861984252,2018-02-27
-16823.789032470697,2018-02-28
579.7435338439827,2018-03-01
3238.830501708988,2018-03-02
-527.7152377624589,2018-03-05
527.7656959838932,2018-03-06
-1396.160797729477,2018-03-07
33124.374251251225,2018-03-08
1726.760842468182,2018-03-09
-19932.18593856803,2018-03-12
-1635.723908996617,2018-03-13
3595.6071780243074,2018-03-14
-1517.3520223847008,2018-03-15
-3092.1400146483793,2018-03-16
1483.779379928601,2018-03-19
-3137.729035949742,2018-03-20
15088.38947753908,2018-03-21
-17357.03088351441,2018-03-22
6162.9738693237305,2018-03-23
-2921.4569536590425,2018-03-26
815.5282323608408,2018-03-27
-4142.432722839323,2018-03-28
3300.680975265481,2018-03-29
27616.04628570561,2018-04-02
-12428.333716522262,2018-04-03
266.3497266387858,2018-04-04
-5610.24988323974,2018-04-05
-1349.8352813720703,2018-04-06
4455.420532226533,2018-04-09
-5205.91350149535,2018-04-10
28792.658704528905,2018-04-11
-22575.174162796087,2018-04-12
6235.58551574708,2018-04-13
7880.352666503895,2018-04-16
-2355.567954223632,2018-04-17
-719.6530142975389,2018-04-18
-774.7424468993559,2018-04-19
-796.7683868408203,2018-04-20
506.94190979006817,2018-04-23
-147.67739001466543,2018-04-24
2055.361901702825,2018-04-25
2539.7238852386654,2018-04-26
-3325.361501541105,2018-04-27
-49.990256393444724,2018-04-30
-3435.957566772442,2018-05-01
-2240.4453287048673,2018-05-02
1729.768394439714,2018-05-03
3600.7582969359937,2018-05-04
-1710.1165583800757,2018-05-07
-1790.8148345947266,2018-05-08
4506.953475952148,2018-05-09
4175.03059387207,2018-05-10
4490.773864746094,2018-05-11
-3593.7301483154297,2018-05-14
-4335.187545776367,2018-05-15
8171.6292000885005,2018-05-16
1650.4041988830431,2018-05-17
3179.507468017575,2018-05-18
-2878.18351387023,2018-05-21
-1046.007785339316,2018-05-22
-1639.3950895844027,2018-05-23
2279.565134887758,2018-05-24
-25981.70598205572,2018-05-25
28075.235071701143,2018-05-29
-3737.8712630920927,2018-05-30
2053.9143846130464,2018-05-31
1425.2303788451827,2018-06-01
-365.3426879882463,2018-06-04
4694.082621414156,2018-06-05
349.8643022766337,2018-06-06
-24829.98309326172,2018-06-07
30200.033264160156,2018-06-08
-223.7658691405668,2018-06-11
-794.295349121152,2018-06-12
2636.1975469970494,2018-06-13
1505.4152450561523,2018-06-14
-1195.6910921478411,2018-06-15
-33795.66715919497,2018-06-18
34659.39693908699,2018-06-19
-993.044940795924,2018-06-20
2409.3738449096563,2018-06-21
-3380.747157836915,2018-06-22
-955.3814859008417,2018-06-25
-1593.3629150390625,2018-06-26
-3532.233901794534,2018-06-27
485.04781762708444,2018-06-28
-33176.08459472665,2018-06-29
35041.82678222665,2018-07-02
4004.4467163085355,2018-07-03
295.74798583978554,2018-07-05
3048.2794064331683,2018-07-06
1774.113984680269,2018-07-09
-966.5711139527266,2018-07-10
-25930.205206665036,2018-07-11
36708.262131713855,2018-07-12
-1652.2369514312595,2018-07-13
-6506.397195648111,2018-07-16
5185.566310317954,2018-07-17
