account_value,date,daily_return
200000.0,2018-01-08,
200146.60496565246,2018-01-09,0.0007330248282622076
199958.36402670288,2018-01-10,-0.0009405152737008704
203997.94440191652,2018-01-11,0.02020210754812024
201336.3012089844,2018-01-12,-0.013047402025229027
203024.00033717346,2018-01-16,0.008382487996723809
204028.1830866852,2018-01-17,0.004946128279632145
204675.47074079898,2018-01-18,0.003172540402610835
206791.3451224213,2018-01-19,0.010337703751036598
209406.92298104858,2018-01-22,0.012648391339003417
208235.5845872498,2018-01-23,-0.005593599185375608
209170.46981317142,2018-01-24,0.004489555556869362
217320.58771780398,2018-01-25,0.038963998655795695
217526.0723060608,2018-01-26,0.0009455366857540337
219878.78752944944,2018-01-29,0.010815784969805176
216599.63026626586,2018-01-30,-0.014913477102671324
216135.96625727846,2018-01-31,-0.0021406500482822333
218059.19644078065,2018-02-01,0.008898242235227283
212075.89391258243,2018-02-02,-0.027438891025277856
203762.3531600342,2018-02-05,-0.03920078137676064
213305.6897719574,2018-02-06,0.04683562230176985
212677.74656022646,2018-02-07,-0.0029438652686774036
204220.99821214296,2018-02-08,-0.03976320270860445
207459.2129738312,2018-02-09,0.015856424119151447
211351.24608848576,2018-02-12,0.018760473728132387
212431.62064140322,2018-02-13,0.005111749151765821
231872.11780632022,2018-02-14,0.09151414043831863
218307.8865178681,2018-02-15,-0.05849875964725593
220851.84716018682,2018-02-16,0.011653086303460292
218428.33901602172,2018-02-20,-0.010973456529015602
217012.54616384895,2018-02-21,-0.0064817269524213295
218888.64717886358,2018-02-22,0.008645126966982497
221579.94896234138,2018-02-23,0.012295300912882112
247334.21149285889,2018-02-26,0.11623011310872067
227995.00212115486,2018-02-27,-0.07819059585399246
223413.5405048218,2018-02-28,-0.020094570379654564
220746.43191851815,2018-03-01,-0.011937989883142763
221545.0947320863,2018-03-02,0.003618010069865729
224126.9074838563,2018-03-05,0.01165366696514858
223127.01074319467,2018-03-06,-0.0044612971815249924
223829.01295167545,2018-03-07,0.0031462000326296646
248584.49357707225,2018-03-08,0.11059996333335698
229293.30751452644,2018-03-09,-0.07760414088968381
227597.05590448,2018-03-12,-0.0073977371098761235
230672.38847857673,2018-03-13,0.013512180822705444
229037.43277644357,2018-03-14,-0.007087782429950451
233053.87786393747,2018-03-15,0.017536195017581413
231590.42358842475,2018-03-16,-0.006279467601766786
257466.43863511662,2018-03-19,0.11173180067530741
258167.33179801944,2018-03-20,0.0027222700038824765
236859.02390812692,2018-03-21,-0.08253680952384534
229047.43316844187,2018-03-22,-0.032979916115482344
225802.29170268256,2018-03-23,-0.014167988791093933
232530.88329972848,2018-03-26,0.029798597464659737
231463.63035150158,2018-03-27,-0.004589725601528927
231996.8828801881,2018-03-28,0.0023038285880019327
227212.13335325633,2018-03-29,-0.0206241974785617
254275.64791014115,2018-04-02,0.11911122067943447
242023.7358984071,2018-04-03,-0.04818358388792221
245700.5787984925,2018-04-04,0.01519207563025482
246157.3617453004,2018-04-05,0.0018591040731024133
241502.54529881297,2018-04-06,-0.018909921740645652
240256.54758152782,2018-04-09,-0.005159356460377906
243902.75759892285,2018-04-10,0.015176319039370778
261172.64275029005,2018-04-11,0.07080643663638297
244689.87443283093,2018-04-12,-0.06311062347069207
244205.37060295118,2018-04-13,-0.0019800730659688126
250107.3309618379,2018-04-16,0.024168020319596417
258251.76499772657,2018-04-17,0.03256375574665338
256230.58819662489,2018-04-18,-0.007826381365174662
255669.16459783947,2018-04-19,-0.002191087343383802
255108.43573370372,2018-04-20,-0.0021931814304543273
258228.18708233658,2018-04-23,0.012229118726161614
254484.23259310925,2018-04-24,-0.014498628254062562
254376.8233184663,2018-04-25,-0.00042206652077603213
256172.14426554882,2018-04-26,0.007057722176343262
258086.99638005075,2018-04-27,0.007474864685197646
255291.36076651013,2018-04-30,-0.01083214440383451
254593.0923287812,2018-05-01,-0.0027351824034795857
253387.40550016798,2018-05-02,-0.0047357405402664865
253660.78130094922,2018-05-03,0.0010788847229468157
251032.40720701613,2018-05-04,-0.010361767713766956
252505.64598246777,2018-05-07,0.005868719468704819
252106.3208375093,2018-05-08,-0.001581450360861214
256157.68173826614,2018-05-09,0.016070048887699473
258343.1626952974,2018-05-10,0.008531779887297253
258858.73971899427,2018-05-11,0.001995706092307037
265913.5045568696,2018-05-14,0.027253338425172302
262384.91645813006,2018-05-15,-0.013269683706435886
257464.37167042552,2018-05-16,-0.018753154160405905
255928.98939649976,2018-05-17,-0.005963474728422513
253963.39522137467,2018-05-18,-0.0076802326292152445
254589.1250829164,2018-05-21,0.002463858466675184
254862.0860639192,2018-05-22,0.0010721627678083046
254644.08665596024,2018-05-23,-0.0008553622522899929
268417.092094803,2018-05-24,0.054087277736203365
254522.08716316242,2018-05-25,-0.05176646845847266
