account_rewards,date
168.51603546141996,2018-01-08
-197.56252093505464,2018-01-09
4210.542522964475,2018-01-10
333.8435019531171,2018-01-11
763.1962220459245,2018-01-12
1529.3096589965862,2018-01-16
1449.4614885711344,2018-01-17
895.6576110840542,2018-01-18
568.7264865569887,2018-01-19
1002.7821319579962,2018-01-22
8837.587862304645,2018-01-23
-6337.458755493106,2018-01-24
1744.1384691161802,2018-01-25
-516.1088218993973,2018-01-26
-4175.898367385875,2018-01-29
40.31763763425988,2018-01-30
-547.9864395141776,2018-01-31
10837.077884521539,2018-02-01
-6699.55215916445,2018-02-02
-3951.6273108215537,2018-02-05
264.8775152588205,2018-02-06
-6446.855941558839,2018-02-07
3699.536250885023,2018-02-08
4185.092234832788,2018-02-09
865.6565249175474,2018-02-12
25998.019958496123,2018-02-13
3897.627631042473,2018-02-14
-16901.4162674408,2018-02-15
-2047.1944365844538,2018-02-16
-1197.221100708004,2018-02-20
1633.8541955566325,2018-02-21
2829.824713531503,2018-02-22
3263.400458633434,2018-02-23
-1188.8337116852053,2018-02-26
15257.042100524908,2018-02-27
-16346.049232788064,2018-02-28
703.3071151733166,2018-03-01
3490.6627686767606,2018-03-02
-891.6911010742188,2018-03-05
694.3367895813135,2018-03-06
-1720.5132869262889,2018-03-07
38288.93759657291,2018-03-08
2082.3612542418414,2018-03-09
-25961.796853393433,2018-03-12
-1786.6104469299607,2018-03-13
4057.676961288438,2018-03-14
-1757.8724834747845,2018-03-15
-3018.3954467772855,2018-03-16
1723.8218154601927,2018-03-19
-3634.4806686401425,2018-03-20
17961.982502044702,2018-03-21
-21461.30174255371,2018-03-22
6999.0107156372105,2018-03-23
-2390.8279893493745,2018-03-26
866.3865661621094,2018-03-27
-4292.817642211885,2018-03-28
3371.2610686798,2018-03-29
28206.837646972708,2018-04-02
-12496.701007843076,2018-04-03
319.20789878844516,2018-04-04
-4373.078600784298,2018-04-05
-1156.5952980651637,2018-04-06
4117.827389526326,2018-04-09
-5460.01158447261,2018-04-10
33196.87520776372,2018-04-11
-26105.79068313603,2018-04-12
6035.00325317384,2018-04-13
8124.88065765379,2018-04-16
-2036.5595062866341,2018-04-17
-590.3495523834717,2018-04-18
-947.4437652587076,2018-04-19
-770.2204787292867,2018-04-20
485.8389663696871,2018-04-23
-182.1418273926247,2018-04-24
2025.2818927459302,2018-04-25
2432.3263572388096,2018-04-26
-3162.2738303832593,2018-04-27
-79.53139457706129,2018-04-30
-2954.2861062011216,2018-05-01
-2333.817210372945,2018-05-02
1705.4420567474444,2018-05-03
4048.998122192337,2018-05-04
-1685.8344157714164,2018-05-07
-2158.8863997802837,2018-05-08
4794.716769104009,2018-05-09
4824.493044006347,2018-05-10
5058.217684387229,2018-05-11
-3952.231237197935,2018-05-14
-7124.6075439453125,2018-05-15
11111.259765625,2018-05-16
1935.7025146484957,2018-05-17
3472.2175476073753,2018-05-18
-2698.3208278655657,2018-05-21
-932.1881403350853,2018-05-22
-1821.234608459461,2018-05-23
1745.771561737056,2018-05-24
-18102.711753860523,2018-05-25
20726.567542312725,2018-05-29
-3980.080198501644,2018-05-30
2300.371858154307,2018-05-31
1521.390291412361,2018-06-01
-962.5157357177814,2018-06-04
4544.829935974092,2018-06-05
934.1508150024456,2018-06-06
10605.21823217778,2018-06-07
-4079.1570674896357,2018-06-08
-1178.9319961548317,2018-06-11
739.3857156372396,2018-06-12
279.89575653069187,2018-06-13
-1437.255309173488,2018-06-14
-674.6773276977474,2018-06-15
26402.566396316513,2018-06-18
-24008.580502319324,2018-06-19
-751.4980308227823,2018-06-20
-866.1709284668323,2018-06-21
-4282.740834258962,2018-06-22
36.903165664640255,2018-06-25
-1326.0239715576172,2018-06-26
3142.428156982409,2018-06-27
-2974.2090629577287,2018-06-28
36988.84038330079,2018-06-29
-31185.61087036127,2018-07-02
983.4741755675641,2018-07-03
1173.9139843445155,2018-07-05
6600.038299865788,2018-07-06
-976.7643573762034,2018-07-09
-1176.3617262878688,2018-07-10
37534.05245910649,2018-07-11
-30123.874002380355,2018-07-12
3972.208253982477,2018-07-13
-388.7771426695981,2018-07-16
584.1752052307129,2018-07-17
-2086.277959670988,2018-07-18
2279.8510635985876,2018-07-19
2469.1027006530785,2018-07-20
36842.62127861031,2018-07-23
-28622.79443064879,2018-07-24
795.3471142729395,2018-07-25
591.491515533533,2018-07-26
1758.6251905976096,2018-07-27
-2075.1470947266207,2018-07-30
-1897.6365966796875,2018-07-31
38811.929809570254,2018-08-01
1465.0047134399065,2018-08-02
-30050.600525238027,2018-08-03
2452.694233703718,2018-08-06
-2038.2337267303956,2018-08-07
-3328.0040649414295,2018-08-08
-5213.706538650498,2018-08-09
-3297.4906823731144,2018-08-10
3079.9678109741653,2018-08-13
43705.92468467716,2018-08-14
-33349.12472061161,2018-08-15
344.13158613588894,2018-08-16
2284.8131505431957,2018-08-17
2886.719715148909,2018-08-20
657.1393133545644,2018-08-21
-3170.146347229078,2018-08-22
-1423.9832321166177,2018-08-23
49616.01086146536,2018-08-24
-34766.93272137444,2018-08-27
-215.05012828070903,2018-08-28
-2172.7404235228896,2018-08-29
-1586.9176689758897,2018-08-30
-154.23970635980368,2018-08-31
-93.81285168463364,2018-09-04
-2739.178534149134,2018-09-05
