account_value,date,daily_return
200000.0,2018-01-08,
200166.83087510683,2018-01-09,0.0008341543755341352
200037.16510209657,2018-01-10,-0.0006477885094317015
198346.83624066162,2018-01-11,-0.00845007406784748
205309.2510886841,2018-01-12,0.03510222285358111
206474.1404537964,2018-01-16,0.005673827939731257
206917.67164334113,2018-01-17,0.0021481198012009983
207781.24285392766,2018-01-18,0.004173501488432763
209709.36405937205,2018-01-19,0.009279572972811012
211986.40888499454,2018-01-22,0.010858097995938065
212213.32181785587,2018-01-23,0.001070412646050567
216958.0232613373,2018-01-24,0.022358169613658108
216781.40531089788,2018-01-25,-0.0008140650794309368
218285.08263938906,2018-01-26,0.006936375960542751
218221.19998851017,2018-01-29,-0.00029265696998825863
210578.02881808474,2018-01-30,-0.03502487920893049
210641.54331414792,2018-01-31,0.00030161976735976204
209317.11801361086,2018-02-01,-0.006287578792383952
224155.20190396125,2018-02-02,0.07088805746592386
214549.7085880738,2018-02-05,-0.042851975926942454
208763.1404087525,2018-02-06,-0.02697075758061862
209087.02936901862,2018-02-07,0.0015514662197166906
200819.42202111823,2018-02-08,-0.03954146449375806
204888.51587046823,2018-02-09,0.020262451750917343
209208.50512828075,2018-02-12,0.02108458465550922
210066.97613873295,2018-02-13,0.004103423089447666
235756.71918072517,2018-02-14,0.12229310629494727
239580.0615297242,2018-02-15,0.016217320813953773
222951.80275341804,2018-02-16,-0.06940585401862887
220464.71913171397,2018-02-20,-0.011155252350458777
219030.6751104432,2018-02-21,-0.006504641771792996
220922.8908814393,2018-02-22,0.00863904459976661
223908.3317078553,2018-02-23,0.013513497014748799
227329.8034768525,2018-02-26,0.015280680905886745
226091.51838011178,2018-02-27,-0.005447086469974494
242649.0251243745,2018-02-28,0.07323364831592549
223084.86708308422,2018-03-01,-0.08062739189354784
223585.05923934944,2018-03-02,0.0022421608547698035
225648.28439266977,2018-03-05,0.009227920507477227
224362.09309475718,2018-03-06,-0.005699982613979859
225184.4942486573,2018-03-07,0.0036655084758583367
223628.25737957773,2018-03-08,-0.006910941511635071
255817.50381710826,2018-03-09,0.14394087229725083
257735.72127511603,2018-03-12,0.007498382360024758
234837.15270909132,2018-03-13,-0.08884514902605212
233533.8312721406,2018-03-14,-0.005549894562745017
237118.55520794692,2018-03-15,0.015349912756875694
235521.1881684571,2018-03-16,-0.006736575457323313
232603.91739010633,2018-03-19,-0.0123864472705707
234229.76095170606,2018-03-20,0.0069897514188164145
230781.1588938905,2018-03-21,-0.014723159191229351
247731.8231891481,2018-03-22,0.0734490821369489
227758.98351324478,2018-03-23,-0.08062282600105708
234525.40401525894,2018-03-26,0.0297086876558732
232847.54801969926,2018-03-27,-0.007154261188056732
233555.57174925247,2018-03-28,0.003040717995850706
229535.62501768512,2018-03-29,-0.01721194960779271
232710.3559609224,2018-04-02,0.01383110331127324
259919.6856931917,2018-04-03,0.1169235877789574
247875.600436783,2018-04-04,-0.04633771860829938
248135.05208267228,2018-04-05,0.0010467010283872202
242598.64583819595,2018-04-06,-0.022312068359579218
241267.0979103395,2018-04-09,-0.0054886865639989235
245662.15711444104,2018-04-10,0.018216570938051513
240368.6208137819,2018-04-11,-0.021548033131505773
269800.71297670004,2018-04-12,0.12244565061476864
247216.45336172503,2018-04-13,-0.08370719026574769
253343.5168103334,2018-04-16,0.024784205764991407
262075.08826559468,2018-04-17,0.034465343992987174
259704.2595544588,2018-04-18,-0.009046371888400184
259001.3829370271,2018-04-19,-0.002706450093030943
258269.59778895587,2018-04-20,-0.002825410195779421
257577.38563589496,2018-04-23,-0.00268019216735893
257533.8649754946,2018-04-24,-0.00016896149595169163
257109.62227008076,2018-04-25,-0.0016473278395996438
259173.79993734753,2018-04-26,0.008028395238737662
261888.53059721392,2018-04-27,0.010474556689459513
258234.26777186603,2018-04-30,-0.013953504634260483
258314.55616436785,2018-05-01,0.0003109130062193266
254777.33982794208,2018-05-02,-0.013693445653813696
250132.59739630143,2018-05-03,-0.018230594741186046
251792.21210388202,2018-05-04,0.006634939727392597
256301.6745367433,2018-05-07,0.017909459530864202
254534.66186871356,2018-05-08,-0.006894268916594282
251708.96477503987,2018-05-09,-0.011101423566159174
256628.05817927571,2018-05-10,0.019542781913358453
261643.10937251302,2018-05-11,0.01954210006816126
266713.0694250033,2018-05-14,0.01937738801778255
262981.9520696566,2018-05-15,-0.01398925580733823
256599.5247430727,2018-05-16,-0.024269449961696887
267183.76507510396,2018-05-17,0.041248090161620565
268882.1824913637,2018-05-18,0.006356738837714815
272126.38214671344,2018-05-21,0.012065506257388003
