account_rewards,date
146.60496565245558,2018-01-08
-188.24093894957332,2018-01-09
4039.5803752136417,2018-01-10
-2661.643192932126,2018-01-11
1687.699128189066,2018-01-12
1004.1827495117323,2018-01-16
647.2876541137812,2018-01-17
2115.8743816223287,2018-01-18
2615.577858627279,2018-01-19
-1171.3383937987965,2018-01-22
934.8852259216364,2018-01-23
8150.117904632556,2018-01-24
205.48458825683338,2018-01-25
2352.71522338863,2018-01-26
-3279.157263183588,2018-01-29
-463.6640089873981,2018-01-30
1923.2301835021935,2018-01-31
-5983.302528198226,2018-02-01
-8313.54075254823,2018-02-02
9543.336611923209,2018-02-05
-627.943211730948,2018-02-06
-8456.748348083493,2018-02-07
3238.2147616882285,2018-02-08
3892.033114654565,2018-02-09
1080.374552917463,2018-02-12
19440.497164917004,2018-02-13
-13564.231288452138,2018-02-14
2543.960642318736,2018-02-15
-2423.508144165098,2018-02-16
-1415.7928521727736,2018-02-20
1876.1010150146321,2018-02-21
2691.3017834778,2018-02-22
25754.262530517502,2018-02-23
-19339.209371704026,2018-02-26
-4581.46161633305,2018-02-27
-2667.108586303657,2018-02-28
798.6628135681385,2018-03-01
2581.8127517700195,2018-03-02
-999.896740661643,2018-03-05
702.0022084807861,2018-03-06
24755.480625396798,2018-03-07
-19291.186062545807,2018-03-08
-1696.2516100464563,2018-03-09
3075.332574096741,2018-03-12
-1634.9557021331566,2018-03-13
4016.445087493892,2018-03-14
-1463.4542755127186,2018-03-15
25876.01504669187,2018-03-16
700.893162902823,2018-03-19
-21308.307889892516,2018-03-20
-7811.5907396850525,2018-03-21
-3245.1414657593123,2018-03-22
6728.591597045917,2018-03-23
-1067.252948226902,2018-03-26
533.252528686513,2018-03-27
-4784.749526931759,2018-03-28
27063.514556884824,2018-03-29
-12251.912011734064,2018-04-02
3676.8429000854085,2018-04-03
456.7829468079144,2018-04-04
-4654.816446487443,2018-04-05
-1245.9977172851504,2018-04-06
3646.210017395031,2018-04-09
17269.885151367198,2018-04-10
-16482.768317459122,2018-04-11
-484.50382987974444,2018-04-12
5901.960358886718,2018-04-13
8144.434035888669,2018-04-16
-2021.176801101683,2018-04-17
