account_value,date,daily_return
200000.0,2018-01-08,
200168.51603546142,2018-01-09,0.0008425801773070951
200039.20016174315,2018-01-10,-0.0006460350322793351
198368.77309495542,2018-01-11,-0.00835049862945414
205360.09294732666,2018-01-12,0.03524405451166768
206503.4883772583,2018-01-16,0.005567758630811159
206483.73089952086,2018-01-17,-9.567624204653846e-05
206900.6649661865,2018-01-18,0.0020192102537537338
208083.77668585212,2018-01-19,0.005718259628884947
209828.09784979248,2018-01-22,0.008382783087284018
210232.55774813844,2018-01-23,0.0019275773954521291
216011.65823849486,2018-01-24,0.02748908424203189
214552.0421872559,2018-01-25,-0.006757117014617009
216361.659914917,2018-01-26,0.008434399920937086
217102.23839697265,2018-01-29,0.0034228729912078038
211282.6128708954,2018-01-30,-0.02680592134400772
211137.53132545468,2018-01-31,-0.0006866705379555693
210863.32598585507,2018-02-01,-0.0012987048672883361
218571.8166828766,2018-02-02,0.036556810725534294
213404.42299543764,2018-02-05,-0.02364162848559881
214354.19351841736,2018-02-06,0.00445056625185325
214124.9998828583,2018-02-07,-0.0010692286061544376
205876.69491099552,2018-02-08,-0.0385209806252198
209368.40225761416,2018-02-09,0.01696018749537509
213325.32324760445,2018-02-12,0.01889932266437011
214557.9833704987,2018-02-13,0.005778311285920434
230091.0770338593,2018-02-14,0.07239578513626332
232240.59428776553,2018-02-15,0.009342027868338043
229357.13041683965,2018-02-16,-0.01241584779684568
226885.89939573675,2018-02-20,-0.010774598620987397
225483.41244352728,2018-02-21,-0.006181463704640566
226702.070243393,2018-02-22,0.005404645009845055
229381.2611795197,2018-02-23,0.011818114114486189
232502.21237713628,2018-02-26,0.013605955349482723
231203.4178923188,2018-02-27,-0.005586159682260283
251962.10252693182,2018-02-28,0.08978537092510108
228853.07715156564,2018-03-01,-0.09171627456512477
229599.65797372445,2018-03-02,0.003262271285364271
233065.68561727912,2018-03-05,0.015095961701960814
231830.86662904365,2018-03-06,-0.005298158692752297
232680.9173413392,2018-03-07,0.003666684789026542
230857.42607351692,2018-03-08,-0.00783687501604291
269304.7601791993,2018-03-09,0.1665414656985682
271372.38465124514,2018-03-12,0.007677638043493973
245867.1969068452,2018-03-13,-0.09398593662055188
244065.5048122254,2018-03-14,-0.0073279075748459155
248203.6056088105,2018-03-15,0.016954877747958674
246438.87432313542,2018-03-16,-0.007110014704848622
243402.20139527903,2018-03-19,-0.012322215544105397
245097.3103825837,2018-03-20,0.006964230305180674
241518.02433979802,2018-03-21,-0.014603530480194249
259033.5775136262,2018-03-22,0.07252275775983108
237924.58908642587,2018-03-23,-0.08149132104732604
244765.95419354257,2018-03-26,0.02875434243003605
242294.03789234933,2018-03-27,-0.010099101851553383
242997.5268419343,2018-03-28,0.0029034513424450736
238118.68922596754,2018-03-29,-0.02007772539652375
241668.42836317452,2018-04-02,0.014907436072094216
269954.7862122957,2018-04-03,0.11704614475587594
257599.95435881053,2018-04-04,-0.04576630044917662
257896.58366743478,2018-04-05,0.0011515114952662664
252142.24023712167,2018-04-06,-0.022312600455900222
250758.1161679078,2018-04-09,-0.005489457331354752
255326.71419036872,2018-04-10,0.018219143181797515
249824.16272247324,2018-04-11,-0.02155102134668463
282969.5963772585,2018-04-12,0.13267505149854597
257113.5251900941,2018-04-13,-0.09137402575467068
263830.99457022105,2018-04-16,0.026126472246687404
273234.47858256544,2018-04-17,0.035642074683691405
270773.1668149873,2018-04-18,-0.009008057037115047
270040.5576841279,2018-04-19,-0.002705619391599523
269239.14484233106,2018-04-20,-0.002967749913826867
268414.9478208467,2018-04-23,-0.003061207990268433
268939.3411313936,2018-04-24,0.0019536665703765443
269056.0066587373,2018-04-25,0.00043379866572479386
271494.42145365913,2018-04-26,0.009062852099840368
275100.4314634248,2018-04-27,0.013282077732787556
270773.1668149873,2018-04-30,-0.01572976321926567
271288.34869975294,2018-05-01,0.0019026327121904885
267428.6530439302,2018-05-02,-0.014227281320122076
261119.5372904969,2018-05-03,-0.023591771792669136
262803.3655207368,2018-05-04,0.006448495764476814
270039.9432860261,2018-05-07,0.027536092435308968
268018.721652115,2018-05-08,-0.0074848987498497
264761.6314879304,2018-05-09,-0.012152472573957795
269959.12628468336,2018-05-10,0.019630845933164887
275237.45704945386,2018-05-11,0.01955233311580762
280573.5792723543,2018-05-14,0.019387340226521887
276646.5861540681,2018-05-15,-0.013996304030017837
269504.74165638746,2018-05-16,-0.025815769487584683
280642.8835020906,2018-05-17,0.04132818508961145
282583.2691679842,2018-05-18,0.006914074006366677
286154.73316442885,2018-05-21,0.012638625092561862
283269.4213487855,2018-05-22,-0.010083047670525147
282258.9896071931,2018-05-23,-0.003567034298235461
280506.6462149964,2018-05-24,-0.006208281956352701
282833.33883386245,2018-05-25,0.008294607811476729
255290.73589967354,2018-05-29,-0.0973810338192399
284418.74186866777,2018-05-30,0.11409738730371011
280733.89508064283,2018-05-31,-0.012955710175127755
282673.1448888246,2018-06-01,0.006907786491633594
283994.2516684572,2018-06-04,0.0046736197036056915
283740.56334143074,2018-06-05,-0.0008932868378005443
288369.8860830537,2018-06-06,0.016315336401346414
288734.1007873384,2018-06-07,0.0012630122695258539
263673.5640355073,2018-06-08,-0.086794516766445
295044.91595689405,2018-06-11,0.11897799476462545
294807.418894211,2018-06-12,-0.0008049522287574273
294141.7572400819,2018-06-13,-0.002257954215080238
296678.6736529848,2018-06-14,0.008624808788478822
297992.6227803346,2018-06-15,0.004428862752995588
296840.9202414247,2018-06-18,-0.003864869298321194
269397.86538703926,2018-06-19,-0.09245037655881683
299683.8738001863,2018-06-20,0.1124211150286425
298808.4247135164,2018-06-21,-0.0029212418925606
301251.38572509785,2018-06-22,0.008175676485439265
296954.2280953981,2018-06-25,-0.014264358052185178
295926.9931588137,2018-06-26,-0.0034592366075165693
294034.6964669191,2018-06-27,-0.006394471392067502
290839.16684960946,2018-06-28,-0.01086786578491139
291003.23551416036,2018-06-29,0.0005641216288991835
263180.1654152833,2018-07-02,-0.09561086167896982
298152.89324414084,2018-07-03,0.13288511987091645
301933.0902432253,2018-07-05,0.01267871982710922
302284.62847839366,2018-07-06,0.0011642918465319951
306096.8550714113,2018-07-09,0.012611380910128256
308116.25337158225,2018-07-10,0.006597252688858468
306939.08957894915,2018-07-11,-0.00382051832628727
269025.6778357851,2018-07-12,-0.12352096240062704
316292.6720972597,2018-07-13,0.1756969618726385
314326.2291636049,2018-07-16,-0.006217162479977167
307313.83992843656,2018-07-17,-0.022309271656481555
312387.0136100161,2018-07-18,0.016508119786472708
309985.30748666404,2018-07-19,-0.00768823932722873
310085.2216936647,2018-07-20,0.000322319169933305
310572.01452554343,2018-07-23,0.0015698678873501404
304169.8113379824,2018-07-24,-0.02061423080035585
314935.43345175195,2018-07-25,0.03539346020702605
