account_rewards,date
-12524.713853542344,2018-01-02
6970.756569419871,2018-01-03
-51668.18006688682,2018-01-04
51898.76688887784,2018-01-05
-81082.30321742245,2018-01-08
187886.71715321345,2018-01-09
-139630.308978157,2018-01-10
92950.62318717211,2018-01-11
176113.87515931693,2018-01-12
19377.89498663717,2018-01-16
-276013.7196630746,2018-01-17
97235.35003144841,2018-01-18
-68527.88238298032,2018-01-19
48292.06061716471,2018-01-22
-118869.37216568005,2018-01-23
118712.36343246454,2018-01-24
163511.4132789995,2018-01-25
3626.0183677861933,2018-01-26
119633.27075958252,2018-01-29
8487.35984408576,2018-01-30
4442.258188339183,2018-01-31
-27234.62722333893,2018-02-01
-381851.6445291863,2018-02-02
13559.766501495382,2018-02-05
409956.5881085015,2018-02-06
-406027.0555333444,2018-02-07
-63770.058292388916,2018-02-08
140478.5397720337,2018-02-09
-128727.89404512406,2018-02-12
97367.45690536499,2018-02-13
315664.8637091066,2018-02-14
-348892.2078985864,2018-02-15
33270.57347528846,2018-02-16
-97331.40059879306,2018-02-20
171314.27208984748,2018-02-21
-147841.39734858694,2018-02-22
105159.92217254639,2018-02-23
-102225.35235139471,2018-02-26
19281.951316711493,2018-02-27
440887.3147201538,2018-02-28
-416208.58403373335,2018-03-01
-77013.02668895724,2018-03-02
190303.5546684265,2018-03-05
-209491.67075401312,2018-03-06
114945.77743911743,2018-03-07
-71796.31605748739,2018-03-08
39221.53160512925,2018-03-09
296182.97822758474,2018-03-12
-272063.54061259073,2018-03-13
430462.73156686407,2018-03-14
-369300.3123126945,2018-03-15
-154346.28988266003,2018-03-16
119611.67772293091,2018-03-19
-101292.96888512804,2018-03-20
20554.67280112463,2018-03-21
409755.18941116333,2018-03-22
-333816.62689208984,2018-03-23
-130972.38305664062,2018-03-26
173093.08015823364,2018-03-27
-181305.62228775024,2018-03-28
91570.75845336914,2018-03-29
201443.83784391405,2018-04-02
-205491.19334536744,2018-04-03
40546.66866766347,2018-04-04
-109769.55403230281,2018-04-05
186352.40618118295,2018-04-06
-194027.89090116124,2018-04-09
110637.48216629028,2018-04-10
