account_rewards,date
28352.61638368212,2018-01-02
-51523.08641011047,2018-01-03
78012.86010213103,2018-01-04
3335.2852463147137,2018-01-05
-96261.72701120749,2018-01-08
34356.828445243766,2018-01-09
92794.91859572998,2018-01-10
30245.534150298918,2018-01-11
74169.60581766511,2018-01-12
-47584.341953258496,2018-01-16
-154766.23986435693,2018-01-17
163066.53868134308,2018-01-18
-76384.43852233887,2018-01-19
-37708.69963893131,2018-01-22
36718.48949645995,2018-01-23
-196674.0609415588,2018-01-24
294752.6794487189,2018-01-25
198178.08501434326,2018-01-26
-25461.177326843143,2018-01-29
-141923.69996800995,2018-01-30
3252.176939330995,2018-01-31
-20908.249204322696,2018-02-01
-268219.51367490774,2018-02-02
14238.794857025146,2018-02-05
284324.94826889026,2018-02-06
-294012.1082000731,2018-02-07
68940.63037639624,2018-02-08
74855.63214823522,2018-02-09
-58808.46733858867,2018-02-12
-14716.763950111344,2018-02-13
308662.9625701903,2018-02-14
-364237.2039846686,2018-02-15
84293.61586761475,2018-02-16
-39223.09874343872,2018-02-20
61657.584346672054,2018-02-21
-4422.776901245117,2018-02-22
22091.364023803617,2018-02-23
-59189.500415802,2018-02-26
-81240.38068609999,2018-02-27
402095.26056289684,2018-02-28
-319065.7925987245,2018-03-01
17563.337407279992,2018-03-02
-8779.94533920288,2018-03-05
10515.547550201416,2018-03-06
25859.410942077753,2018-03-07
-48910.39504623425,2018-03-08
16569.827817367623,2018-03-09
573423.0921831817,2018-03-12
-680179.5483043632,2018-03-13
337212.1084391326,2018-03-14
-214272.04100765218,2018-03-15
-173463.69608688354,2018-03-16
200668.97660446167,2018-03-19
-32894.59866333008,2018-03-20
-107196.70422744751,2018-03-21
386236.7879371643,2018-03-22
-311568.5832939148,2018-03-23
-2024.7190628051758,2018-03-26
-54516.15417480469,2018-03-27
61379.270221710205,2018-03-28
-2319.3016204833984,2018-03-29
388542.8861732483,2018-04-02
-490050.7027257348,2018-04-03
141299.78984451294,2018-04-04
-83889.93095397949,2018-04-05
10882.17533493042,2018-04-06
54093.572929382324,2018-04-09
13179.319561004639,2018-04-10
-65282.116596221924,2018-04-11
-26556.172985076904,2018-04-12
423001.13491558074,2018-04-13
-352562.9246177672,2018-04-16
11754.937450408936,2018-04-17
-38747.42177963257,2018-04-18
33494.370697021484,2018-04-19
21810.041034698486,2018-04-20
-88791.63762664795,2018-04-23
12642.877967834473,2018-04-24
617040.3408470153,2018-04-25
-685667.8646427307,2018-04-26
335969.25188446045,2018-04-27
-143899.20995218283,2018-04-30
-218127.76453781116,2018-05-01
171579.09422683716,2018-05-02
-6360.456142425537,2018-05-03
-41268.08186721802,2018-05-04
374185.3178977965,2018-05-07
-360668.72089385975,2018-05-08
44983.44759368885,2018-05-09
