account_rewards,date
19453.039593433496,2018-01-02
-41622.02004509349,2018-01-03
-23602.237477989285,2018-01-04
99910.64331959526,2018-01-05
-62613.41514202859,2018-01-08
31727.840052123996,2018-01-09
-106104.60442943953,2018-01-10
19756.32464772032,2018-01-11
352507.68552569195,2018-01-12
-51979.69080375275,2018-01-16
-272950.01381050504,2018-01-17
72112.83722219092,2018-01-18
-74999.44411251065,2018-01-19
122906.32315129857,2018-01-22
-194364.15329742443,2018-01-23
167004.55732270062,2018-01-24
200507.8070755005,2018-01-25
263431.82274627686,2018-01-26
-109867.69234959432,2018-01-29
-40785.7724360046,2018-01-30
6443.148399353027,2018-01-31
-27198.074699401855,2018-02-01
-399362.1174354552,2018-02-02
827.4480809669476,2018-02-05
410554.7380142211,2018-02-06
-366888.0185661315,2018-02-07
-111334.40740966797,2018-02-08
123933.82913174434,2018-02-09
-114013.116522316,2018-02-12
139612.17460256966,2018-02-13
366951.5150527953,2018-02-14
-416512.29968643177,2018-02-15
50761.22161102295,2018-02-16
-157702.4146156311,2018-02-20
170643.4313257751,2018-02-21
-138335.77457096858,2018-02-22
177023.6379785689,2018-02-23
-192126.26039123524,2018-02-26
109738.94960334769,2018-02-27
429345.5786552429,2018-02-28
-383864.32370376587,2018-03-01
-144131.75549697876,2018-03-02
151958.2335220375,2018-03-05
-168303.6437003631,2018-03-06
182516.49892425537,2018-03-07
-181548.87786102295,2018-03-08
139941.4411468506,2018-03-09
328532.5953979492,2018-03-12
-466393.2507286072,2018-03-13
597591.082408905,2018-03-14
-371650.97986221313,2018-03-15
-216895.70009973145,2018-03-16
166261.83131790173,2018-03-19
-166227.54352188122,2018-03-20
67090.95686721802,2018-03-21
383911.2737617494,2018-03-22
-307472.1777267457,2018-03-23
-164665.75496673584,2018-03-26
126327.77842330933,2018-03-27
-133533.5062293281,2018-03-28
153213.65112230682,2018-03-29
126238.9426345824,2018-04-02
-177558.17940767657,2018-04-03
90651.13564681995,2018-04-04
-201349.3713684081,2018-04-05
153525.34969329834,2018-04-06
-124096.42189893348,2018-04-09
164010.38585662842,2018-04-10
-186373.53413009644,2018-04-11
124972.13747787476,2018-04-12
412907.11613464355,2018-04-13
-334739.15491867065,2018-04-16
-160171.1455230713,2018-04-17
135418.13414764404,2018-04-18
-152209.24797439575,2018-04-19
161154.53722381592,2018-04-20
-183179.0932044983,2018-04-23
101086.42583847046,2018-04-24
331292.9331817627,2018-04-25
-415626.23154067993,2018-04-26
536294.0983009338,2018-04-27
-327439.9113769531,2018-04-30
-201527.91943802638,2018-05-01
135549.90851526253,2018-05-02
-121051.93462753296,2018-05-03
62633.4805441323,2018-05-04
409738.3098564148,2018-05-07
-327720.0451774597,2018-05-08
-133468.91775894165,2018-05-09
115277.90070724487,2018-05-10
-122636.32185787207,2018-05-11
147624.74205017101,2018-05-14
-164343.121246338,2018-05-15
91731.73619985965,2018-05-16
341428.710067749,2018-05-17
-297000.95500183105,2018-05-18
