account_value,date,daily_return
1000000.0,2018-01-02,
1009178.090456253,2018-01-03,0.009178090456253063
935393.8642020682,2018-01-04,-0.07311318681207868
1079271.6767346077,2018-01-05,0.1538152194907474
986431.8611764718,2018-01-08,-0.08602080232386666
1087967.7902961657,2018-01-09,0.10293253200337293
970319.687388802,2018-01-10,-0.10813564882774496
1141873.5756874927,2018-01-11,0.1768014093997765
885906.6901467708,2018-01-12,-0.22416394510803073
1124343.4315647013,2018-01-16,0.26914430613276874
958240.424512913,2018-01-17,-0.14773333697572255
1162531.38931477,2018-01-18,0.21319384945140563
971441.5240990412,2018-01-19,-0.16437394032720498
1313319.1845514108,2018-01-22,0.3519281932789957
966828.1820703509,2018-01-23,-0.26382847867969783
1235162.8391301157,2018-01-24,0.27754120332441823
1208013.4487295381,2018-01-25,-0.021980413869719384
853767.6801394274,2018-01-26,-0.29324654370584136
1188689.9931874506,2018-01-29,0.39228741124673117
1003055.4663243067,2018-01-30,-0.15616731690099306
1022958.4033724329,2018-01-31,0.0198423095395317
1027940.145163128,2018-02-01,0.0048699358392987335
999863.7944360469,2018-02-02,-0.02731321552056476
1091715.6568475459,2018-02-05,0.09186437485048282
1112855.2583156244,2018-02-06,0.019363651455839292
881222.0483394281,2018-02-07,-0.20814315989914767
742738.7420879023,2018-02-08,-0.15714916179467298
1303412.1876598017,2018-02-09,0.7548730311223544
887516.3383632319,2018-02-12,-0.3190823695175705
1328826.3305278437,2018-02-13,0.49724154146669686
891254.7191463129,2018-02-14,-0.32929179782862683
1080021.7530093803,2018-02-15,0.21179919702851913
1101408.0065837519,2018-02-16,0.019801687803769452
899344.0248256342,2018-02-20,-0.18345969935778983
1288629.372863354,2018-02-21,0.4328547666875251
905394.5076823847,2018-02-22,-0.29739727593622645
1358986.1511989252,2018-02-23,0.5009878452627659
925270.6234355585,2018-02-26,-0.31914639261094313
1319715.6389461176,2018-02-27,0.42630232228272047
1126782.9277415888,2018-02-28,-0.14619263840701213
874236.3799014704,2018-03-01,-0.22413061258063027
776913.5685382502,2018-03-02,-0.11132322287273022
1333009.77462727,2018-03-05,0.7157761540132521
908077.8986049311,2018-03-06,-0.31877626414341664
1329341.1726298945,2018-03-07,0.46390653783353275
901714.9767604487,2018-03-08,-0.3216828039888767
1300594.8287273066,2018-03-09,0.44235691127133747
1211439.6403957026,2018-03-12,-0.06854954853145656
862406.417872967,2018-03-13,-0.28811441435805085
586196.0880122797,2018-03-14,-0.32027861126304047
1079923.6268153803,2018-03-15,0.8422566252143906
1017192.355964245,2018-03-16,-0.05808861783691632
991768.2341952936,2018-03-19,-0.024994408992437545
897672.8058848993,2018-03-20,-0.09487642885309988
1324910.8165050165,2018-03-21,0.4759395715446215
1066740.1508021967,2018-03-22,-0.19485890105709036
843458.3885341303,2018-03-23,-0.20931223231839247
768494.2787929194,2018-03-26,-0.08887706940883366
1275092.405952038,2018-03-27,0.6592087164979767
872999.304427685,2018-03-28,-0.31534428379261914
1283691.8001399653,2018-03-29,0.4704385142454601
850220.2253261225,2018-04-02,-0.33767573709404386
1033431.3174358027,2018-04-03,0.21548663117182976
1025270.5530620234,2018-04-04,-0.007896765112584525
879189.2847819941,2018-04-05,-0.14248070213637765
1237744.3605418818,2018-04-06,0.40782466525259786
881712.3459773676,2018-04-09,-0.287645838603251
1309747.715377392,2018-04-10,0.485459199196709
867725.077827038,2018-04-11,-0.3374868551864503
1250514.9831615107,2018-04-12,0.4411419182364271
1097105.132300915,2018-04-13,-0.12267733927725522
891475.8283382074,2018-04-16,-0.18742898734914248
780412.1950183527,2018-04-17,-0.12458400978396411
1321900.088500561,2018-04-18,0.6938485801973844
901552.3301044123,2018-04-19,-0.31798754085337233
1311733.659064831,2018-04-20,0.4549722908629319
881671.4084163324,2018-04-23,-0.3278579059678175
1231538.9616923945,2018-04-24,0.3968230680231515
1156611.8101955072,2018-04-25,-0.060840260704315474
880409.5652995722,2018-04-26,-0.23880289174052904
599744.6086574213,2018-04-27,-0.318789081473292
1048293.9827724115,2018-04-30,0.747900635770792
1014897.4548106806,2018-05-01,-0.031857979260176195
947631.9806323664,2018-05-02,-0.06627809919068317
845513.9557490961,2018-05-03,-0.10776126911116446
1288256.084014477,2018-05-04,0.5236366889688138
1125546.006179394,2018-05-07,-0.12630258832393337
862791.2802234308,2018-05-08,-0.23344645577649026
769809.3558231012,2018-05-09,-0.10776873449190483
1304501.187240185,2018-05-10,0.6945769460613747
901763.1407352106,2018-05-11,-0.30872953619690513
1316069.3049464838,2018-05-14,0.45944011847000965
870314.8369289057,2018-05-15,-0.33870136347850166
1259612.4879756586,2018-05-16,0.4473066923924611
1181467.0418620722,2018-05-17,-0.06203927545937171
941881.1343112604,2018-05-18,-0.20278678884957135
648900.4566417353,2018-05-21,-0.31105907847253345
1259758.1831050531,2018-05-22,0.941373549996712
898309.3154178278,2018-05-23,-0.28691924572089367
1224743.2895045893,2018-05-24,0.363387052192516
774658.507590832,2018-05-25,-0.3674931602163074
1038512.3058620112,2018-05-29,0.3406065972111476
1150448.0869060175,2018-05-30,0.10778474208940136
1134029.8653560297,2018-05-31,-0.014271153767696276
886142.0741191523,2018-06-01,-0.2185901789800332
1228575.025558056,2018-06-04,0.38643120718457125
891699.3354983942,2018-06-05,-0.27420034027359685
1338974.3669429438,2018-06-06,0.5015984801587363
879297.4950252192,2018-06-07,-0.34330520678093934
1355286.2148585932,2018-06-08,0.5413284156117404
1227469.0516963617,2018-06-11,-0.09431008871846858
931206.4211536066,2018-06-12,-0.24136057046270964
626049.6978564875,2018-06-13,-0.3277004070902795
1073465.984946789,2018-06-14,0.7146657663476184
1074349.7796855585,2018-06-15,0.0008233094957483811
1010478.5671077387,2018-06-18,-0.05945104079279817
873182.0640254633,2018-06-19,-0.13587275133925392
1315971.3769374506,2018-06-20,0.5070984977298789
1149780.3023677485,2018-06-21,-0.1262877578359376
863556.1856074946,2018-06-22,-0.24893809380003395
761675.1820369379,2018-06-25,-0.11797843066677283
1294740.3792338984,2018-06-26,0.6998589553244878
859504.3105960505,2018-06-27,-0.33615702083484744
1287539.310401501,2018-06-28,0.4980021560434247
859711.5212016718,2018-06-29,-0.33228328311499633
1129439.1169047968,2018-07-02,0.313741980945085
1019140.9019542353,2018-07-03,-0.09765751274210455
868659.9541926996,2018-07-05,-0.14765470355765686
1253585.669547619,2018-07-06,0.4431258900528632
896079.3952785151,2018-07-09,-0.2851869504842993
1332020.1853709833,2018-07-10,0.48649795139745544
884130.8118816034,2018-07-11,-0.3362481878340585
1280144.0796886103,2018-07-12,0.44791252887591715
1176307.7819667475,2018-07-13,-0.08111297733542655
881534.6377902643,2018-07-16,-0.25059185078554214
794554.1753001825,2018-07-17,-0.09866936449385022
1351244.203696789,2018-07-18,0.7006319338593734
903952.8756251947,2018-07-19,-0.3310218292503134
1337288.181747021,2018-07-20,0.4793782041150336
892052.3023448603,2018-07-23,-0.33293936600898444
1292261.0255809443,2018-07-24,0.44863818207081585
1241945.329780163,2018-07-25,-0.03893617063794175
919914.6973987238,2018-07-26,-0.25929533664613236
647288.6986270563,2018-07-27,-0.29636008593251295
1091386.6879497187,2018-07-30,0.6860895150257136
1085524.8500896113,2018-07-31,-0.005370999962551748
1020951.0876269953,2018-08-01,-0.05948621301233714
909906.2517238276,2018-08-02,-0.10876606847177184
1355502.3610149042,2018-08-03,0.4897165048013352
1191540.5684734003,2018-08-06,-0.12096016743101867
912094.8435207026,2018-08-07,-0.23452472567570493
808121.9576984064,2018-08-08,-0.1139935024969102
1356918.2079539911,2018-08-09,0.6791007780788418
917518.1805720942,2018-08-10,-0.3238220438094347
1340556.4879375116,2018-08-13,0.46106803802148444
907616.5758510248,2018-08-14,-0.32295536665715485
1290595.9548259394,2018-08-15,0.42196164015164084
1243043.4592738764,2018-08-16,-0.036845377807244395
974976.3668132441,2018-08-17,-0.2156538377324504
712792.6539073603,2018-08-20,-0.26891289043532773
1318225.3212657587,2018-08-21,0.8493811826476607
939851.7863383905,2018-08-22,-0.28703251926920526
1241286.5717425959,2018-08-23,0.32072587378758755
812285.1212916987,2018-08-24,-0.3456103209500109
1134971.3439403193,2018-08-27,0.3972573351281923
1215314.3849559443,2018-08-28,0.07078860752263161
1200362.8917079584,2018-08-29,-0.012302572431517667
951731.772761883,2018-08-30,-0.20712996100063208
1260453.9966006891,2018-08-31,0.3243794445812269
945188.3697429316,2018-09-04,-0.25012069278846794
1384214.6366954462,2018-09-05,0.464485472955956
942647.1778636591,2018-09-06,-0.3190021598716417
1391122.7119899408,2018-09-07,0.4757618169956983
1251038.704742016,2018-09-10,-0.10069852647832966
939749.1100383417,2018-09-11,-0.2488249112707246
663300.4218707697,2018-09-12,-0.29417286509193175
1134336.1732249872,2018-09-13,0.7101393815274688
1114623.8683238642,2018-09-14,-0.017377833279423438
1036003.5130382197,2018-09-17,-0.07053532363690662
953837.765578808,2018-09-18,-0.0793102981074355
1403209.0100627558,2018-09-19,0.4711191574714597
1235766.9006801264,2018-09-20,-0.11932798904643638
960963.497546734,2018-09-21,-0.22237478846710446
833426.0625110285,2018-09-24,-0.13271829300623683
1408239.4361491816,2018-09-25,0.6896993020668185
962161.2363277094,2018-09-26,-0.31676303643453496
1409362.9989314692,2018-09-27,0.46478879601364875
957402.2062526362,2018-09-28,-0.3206844461089827
1206914.9369578974,2018-10-01,0.26061432601234324
1157095.2329784052,2018-10-02,-0.041278554481284147
964155.9944377558,2018-10-03,-0.16674447620358512
1382666.8550868647,2018-10-04,0.4340696558062287
952108.5666843073,2018-10-05,-0.31139698389277437
1439352.9362712519,2018-10-08,0.511752951959838
953460.7428432123,2018-10-09,-0.3375768244074858
1344452.008887829,2018-10-10,0.41007589350630624
1201022.2739253656,2018-10-11,-0.1066826736947738
897711.4180102961,2018-10-12,-0.25254390572103413
788956.3034396784,2018-10-15,-0.1211470773220914
1402474.7302928583,2018-10-16,0.7776329616461299
936993.3607097284,2018-10-17,-0.3319000047052043
1393638.6811748163,2018-10-18,0.4873517141244208
938583.8733440058,2018-10-19,-0.3265228024865141
1335424.9222865717,2018-10-22,0.4228082968533142
1238295.7117381708,2018-10-23,-0.07273281255084862
919852.4189715998,2018-10-24,-0.2571625579802571
656788.1668925898,2018-10-25,-0.28598528052262706
1074941.9658733027,2018-10-26,0.63666463566037
1083935.3539653437,2018-10-29,0.008366394072943928
1006269.555472912,2018-10-30,-0.07165168864389193
921086.4702373163,2018-10-31,-0.08465235261496373
1392093.4774852411,2018-11-01,0.5113602495176925
1232255.708861889,2018-11-02,-0.11481827277295509
916580.6480785029,2018-11-05,-0.2561765861689077
808054.6161037104,2018-11-06,-0.11840314565041687
1443424.8192515986,2018-11-07,0.7862961122745955
950483.4533992426,2018-11-08,-0.3415081681274825
1448639.9470134394,2018-11-09,0.524108538483889
945090.5496440546,2018-11-12,-0.3476014853846311
1325353.1839595453,2018-11-13,0.40235576840622045
1007451.9184184687,2018-11-14,-0.2398615473886998
1015923.2887721674,2018-11-15,0.00840870933770943
1025898.025596203,2018-11-16,0.009818395674432212
1012581.8727374689,2018-11-19,-0.012979996575191222
990422.0711665766,2018-11-20,-0.021884454153800248
987275.7601886408,2018-11-21,-0.0031767375440552303
983027.3508983271,2018-11-23,-0.004303163778174746
999984.3831973688,2018-11-26,0.017249807224128277
1009382.7298503534,2018-11-27,0.0093984934274014
1037993.9052768366,2018-11-28,0.028345219885746342
1034421.8667674677,2018-11-29,-0.00344129044612862
1038343.7287021296,2018-11-30,0.0037913563707983045
1045161.2839961664,2018-12-03,0.0065657981124982445
1016793.460891308,2018-12-04,-0.027142053134990074
1014682.3369170115,2018-12-06,-0.0020762564429219754
1066397.627098652,2018-12-07,0.05096697587027199
991478.2409788097,2018-12-10,-0.07025464443659313
992736.0751115687,2018-12-11,0.0012686452216210675
998579.590541241,2018-12-12,0.005886272873699694
1001776.0648420146,2018-12-13,0.003201021061366882
965363.4902701457,2018-12-14,-0.03634801813478272
940983.4457222635,2018-12-17,-0.025254782052157032
940841.0595018961,2018-12-18,-0.00015131639245591355
1040221.2162480548,2018-12-19,0.10562906002292549
918223.9351697161,2018-12-20,-0.11728013154583339
900898.4687298854,2018-12-21,-0.018868454389210032
875431.7375976527,2018-12-24,-0.028268147872574922
1015674.365504948,2018-12-26,0.16019824491644208
923306.9810635722,2018-12-27,-0.0909419274310963
800928.8248173869,2018-12-28,-0.1325433022343402
1022674.1477238811,2018-12-31,0.2768602103402289
