account_rewards,date
25234.916003997903,2018-01-02
-44545.273808929254,2018-01-03
45556.136708145146,2018-01-04
-14795.998436752358,2018-01-05
-64160.13147389982,2018-01-08
-87510.08024848928,2018-01-09
238609.48774829868,2018-01-10
-36368.140857513295,2018-01-11
-17386.77411418152,2018-01-12
50882.43923814385,2018-01-16
-160782.23642137134,2018-01-17
173386.40283304593,2018-01-18
7968.196236808784,2018-01-19
-396523.1086163635,2018-01-22
439810.4483835066,2018-01-23
-262394.4127717513,2018-01-24
85860.12303894048,2018-01-25
96149.86874221801,2018-01-26
-127095.89367591101,2018-01-29
65535.34833773039,2018-01-30
2454.9246978759766,2018-01-31
-17133.87225341797,2018-02-01
-112782.47652435303,2018-02-02
117314.40505906683,2018-02-05
77353.77120770654,2018-02-06
-355651.38579427346,2018-02-07
424202.94000109856,2018-02-08
-99503.02477963245,2018-02-09
115006.74535966874,2018-02-12
-557357.7058867951,2018-02-13
291122.31494106294,2018-02-14
93219.92949699017,2018-02-15
-364237.22985076904,2018-02-16
620290.2837066649,2018-02-20
-182709.10152720637,2018-02-21
165053.04779815674,2018-02-22
-608964.2077558669,2018-02-23
668457.0883310242,2018-02-26
-209976.42873966228,2018-02-27
-59568.303160461364,2018-02-28
-319149.27822494507,2018-03-01
541688.8666572571,2018-03-02
-272789.454200016,2018-03-05
246809.76485061657,2018-03-06
-631832.1456574785,2018-03-07
706734.2699890138,2018-03-08
-225098.83785598772,2018-03-09
-124500.74051284778,2018-03-12
51434.12202448654,2018-03-13
-28763.456912994385,2018-03-14
74675.17398071289,2018-03-15
-134271.24243927002,2018-03-16
-328077.64434432983,2018-03-19
649071.0458679198,2018-03-20
-224008.86861427303,2018-03-21
-23136.40444946289,2018-03-22
-304973.2041431541,2018-03-23
486563.1178894043,2018-03-26
-345525.6616398315,2018-03-27
345840.1286010742,2018-03-28
-624767.0542039109,2018-03-29
542796.5675354003,2018-04-02
-161521.09523249045,2018-04-03
-372300.5515441856,2018-04-04
632103.7989006041,2018-04-05
-409483.68601226795,2018-04-06
394208.1998863219,2018-04-09
-616372.0978202819,2018-04-10
665578.2844390868,2018-04-11
-191276.81869125355,2018-04-12
-11688.208869934082,2018-04-13
-336239.70307922363,2018-04-16
530882.0158081054,2018-04-17
-411700.3908996581,2018-04-18
379889.4124870299,2018-04-19
-600401.9966430663,2018-04-20
598292.777770996,2018-04-23
-132438.2707595023,2018-04-24
-121115.00179290771,2018-04-25
99165.44511413574,2018-04-26
-117309.10738372803,2018-04-27
120514.4900894165,2018-04-30
-129606.9967880249,2018-05-01
-321720.5100479126,2018-05-02
597019.4466171266,2018-05-03
-120581.57331085217,2018-05-04
-52252.976623535156,2018-05-07
-317555.78243255615,2018-05-08
529321.7052917482,2018-05-09
-412815.735687256,2018-05-10
389550.52856445324,2018-05-11
-598707.4327163697,2018-05-14
624740.3154907228,2018-05-15
-143983.30520629883,2018-05-16
-123162.87413024914,2018-05-17
-176906.51680755615,2018-05-18
222017.58276367188,2018-05-21
-188580.58239746094,2018-05-22
391560.67713928234,2018-05-23
-519279.58311462414,2018-05-24
249833.91131591797,2018-05-25
163124.2768020631,2018-05-29
-107082.72637939465,2018-05-30
-184583.55823516846,2018-05-31
401918.30592346203,2018-06-01
-396271.1324081422,2018-06-04
417802.3250503541,2018-06-05
-624527.4422454835,2018-06-06
652466.8623428346,2018-06-07
-133979.50607299805,2018-06-08
-143797.6894607545,2018-06-11
80602.63413238525,2018-06-12
-85571.43253326416,2018-06-13
119831.58119201672,2018-06-14
-131829.30712127697,2018-06-15
-372178.2517852783,2018-06-18
606666.5345764161,2018-06-19
-132568.61573028564,2018-06-20
-31625.246627807734,2018-06-21
-340847.4342727661,2018-06-22
480894.5679397584,2018-06-25
-394778.7424621583,2018-06-26
386380.5636138917,2018-06-27
-574377.3778152467,2018-06-28
248628.69341278076,2018-06-29
129812.17939758301,2018-07-02
-378767.14625549316,2018-07-03
617439.7680282594,2018-07-05
-396175.36795043957,2018-07-06
386685.4624557496,2018-07-09
-602704.3751296998,2018-07-10
635288.3419036866,2018-07-11
-131846.94710540771,2018-07-12
-33345.46661376953,2018-07-13
-356234.82711792004,2018-07-16
521825.4372100831,2018-07-17
-409688.4193954469,2018-07-18
382931.2585220338,2018-07-19
-606403.9205474855,2018-07-20
654640.2060928346,2018-07-23
-131677.0703201294,2018-07-24
-106350.17072296154,2018-07-25
79959.79036712658,2018-07-26
-114774.96422576916,2018-07-27
138820.46663665783,2018-07-30
-140695.92992401135,2018-07-31
-377240.72730255127,2018-08-01
638502.1680908204,2018-08-02
-137612.61920928955,2018-08-03
4474.0084228515625,2018-08-06
-379844.33477783215,2018-08-07
502516.65788269055,2018-08-08
-397125.9121627809,2018-08-09
357691.30170440685,2018-08-10
-583112.3395233155,2018-08-13
612274.2928466798,2018-08-14
-125251.40069580078,2018-08-15
-76227.8486480714,2018-08-16
-229900.301322937,2018-08-17
247384.9419555664,2018-08-20
-190059.2130432129,2018-08-21
370126.77536010754,2018-08-22
-471990.1215515138,2018-08-23
264785.7180252075,2018-08-24
106440.46516418469,2018-08-27
-78438.49296569836,2018-08-28
-182143.19441223145,2018-08-29
374397.58128356945,2018-08-30
-380751.50373077404,2018-08-31
389131.30255889904,2018-09-04
-623345.3634490968,2018-09-05
632707.8036346437,2018-09-06
-153831.6109008789,2018-09-07
-60094.03639221203,2018-09-10
90037.19972229016,2018-09-11
-102210.32746887219,2018-09-12
133455.12158203137,2018-09-13
-152660.12047576916,2018-09-14
-377963.70765686035,2018-09-17
656345.8490447999,2018-09-18
-128679.24137115479,2018-09-19
-5382.073402404785,2018-09-20
-379868.5400619508,2018-09-21
517936.165588379,2018-09-24
-401229.43759155285,2018-09-25
382775.702156067,2018-09-26
-639976.4639892579,2018-09-27
317845.6806716919,2018-09-28
166256.61859130894,2018-10-01
-474311.1719207767,2018-10-02
720989.6366882325,2018-10-03
-477064.2938308717,2018-10-04
423353.9201889039,2018-10-05
-665119.9462432862,2018-10-08
657085.1308212281,2018-10-09
-186148.40016937256,2018-10-10
-17685.65753173828,2018-10-11
-354751.11911010754,2018-10-12
519641.76513671887,2018-10-15
-407941.9117507936,2018-10-16
382045.9119873048,2018-10-17
-607344.8663864137,2018-10-18
649785.188232422,2018-10-19
-171763.34994506836,2018-10-22
-137204.3415527345,2018-10-23
137631.99642944348,2018-10-24
-165965.93267822277,2018-10-25
148361.34973907482,2018-10-26
-87967.76274871838,2018-10-29
-377306.2170715332,2018-10-30
605013.5262222291,2018-10-31
-107640.59373474121,2018-11-01
-59706.67550659191,2018-11-02
-283596.936126709,2018-11-05
490302.3569869996,2018-11-06
-429508.51393127453,2018-11-07
424784.3888320924,2018-11-08
-620486.3450546266,2018-11-09
616642.0668945314,2018-11-12
-292123.2874374391,2018-11-13
18097.159774780273,2018-11-14
3526.151435852051,2018-11-15
-11560.884605407715,2018-11-16
-16736.20955657959,2018-11-19
545.8060607910156,2018-11-20
-5086.201278686523,2018-11-21
15943.388877868652,2018-11-23
7679.1190185546875,2018-11-26
26889.503913879395,2018-11-27
-1311.4153137207031,2018-11-28
16441.065643310547,2018-11-29
704.145149230957,2018-11-30
-37311.785385131836,2018-12-03
1827.9491882324219,2018-12-04
65933.77945709229,2018-12-06
-89542.07664489746,2018-12-07
3729.607322692871,2018-12-10
5234.962188720703,2018-12-11
5034.696327209473,2018-12-12
-15959.43758392334,2018-12-13
-15886.296592712402,2018-12-14
-4881.79280090332,2018-12-17
90597.27382659912,2018-12-18
-108295.54586791992,2018-12-19
-22053.72996520996,2018-12-20
-23121.029090881348,2018-12-21
130930.33603668213,2018-12-24
-72008.04000091553,2018-12-26
-125061.71938323975,2018-12-27
104371.76573944092,2018-12-28
