account_rewards,date
15014.806816146942,2018-01-02
-18708.235098388628,2018-01-03
82129.64244649501,2018-01-04
-47453.46657454688,2018-01-05
-69977.70555357367,2018-01-08
-87412.47264770512,2018-01-09
299338.532194832,2018-01-10
-120372.25863211066,2018-01-11
-41503.18694892118,2018-01-12
121214.18520736683,2018-01-16
-151286.21934127796,2018-01-17
92541.07816696155,2018-01-18
87925.4454574585,2018-01-19
-291290.1721261138,2018-01-22
325216.98513412464,2018-01-23
-203616.59002511587,2018-01-24
46697.234705543495,2018-01-25
-49582.443359375,2018-01-26
32429.76033782959,2018-01-29
94751.19675445557,2018-01-30
1870.1188507080078,2018-01-31
-20301.11671447754,2018-02-01
-165813.69652557373,2018-02-02
123386.45737075806,2018-02-05
55274.57292556763,2018-02-06
-262447.01293182373,2018-02-07
246065.03661727905,2018-02-08
-32599.43534255214,2018-02-09
50753.92610391625,2018-02-12
-297773.1542840577,2018-02-13
283607.14277267456,2018-02-14
-107137.30521392822,2018-02-15
-176065.53729248047,2018-02-16
333605.3987083435,2018-02-20
-55084.619634704664,2018-02-21
51413.65086364746,2018-02-22
-309526.2180790405,2018-02-23
345182.68296432495,2018-02-26
-148001.98754636,2018-02-27
79666.9337654115,2018-02-28
-251378.9403190614,2018-03-01
282650.48170471203,2018-03-02
-57558.24044845579,2018-03-05
38638.42441558838,2018-03-06
-305221.1246504976,2018-03-07
364859.82320404064,2018-03-08
-156617.95716094982,2018-03-09
-63853.89855194092,2018-03-12
199035.23415374768,2018-03-13
-94233.87444436667,2018-03-14
-59454.886681762524,2018-03-15
-76993.07712554932,2018-03-16
-124504.29008483887,2018-03-19
334029.9924926758,2018-03-20
-170070.21591186523,2018-03-21
75947.41078567505,2018-03-22
-204035.01552963257,2018-03-23
243530.7792892456,2018-03-26
-72543.22824859619,2018-03-27
77931.5930480957,2018-03-28
-324856.85426330566,2018-03-29
316556.58279037476,2018-04-02
-135999.9683494568,2018-04-03
-154681.86553955078,2018-04-04
311943.444480896,2018-04-05
-89493.05267333984,2018-04-06
82930.1685256958,2018-04-09
-311368.39263153076,2018-04-10
347954.5143890381,2018-04-11
-142654.71669769287,2018-04-12
87719.40563583374,2018-04-13
-218366.4098930359,2018-04-16
280273.6986541748,2018-04-17
-79039.91626739502,2018-04-18
58434.147399902344,2018-04-19
-307525.9076156616,2018-04-20
301928.5563583374,2018-04-23
-110336.64990997314,2018-04-24
-59415.1417427063,2018-04-25
204833.93183517456,2018-04-26
-142227.9413687745,2018-04-27
-6907.08610534668,2018-04-30
-71176.62425994873,2018-05-01
-131889.02936553955,2018-05-02
334011.39178466797,2018-05-03
-112608.15623474121,2018-05-04
55461.30712890625,2018-05-07
-210266.76919555664,2018-05-08
304667.12869262695,2018-05-09
-100137.44077301025,2018-05-10
84912.25435638428,2018-05-11
-331999.50827789307,2018-05-14
348400.82092285156,2018-05-15
-136056.42039489746,2018-05-16
-61335.69715881348,2018-05-17
-9046.405387878418,2018-05-18
37756.67095184326,2018-05-21
85487.91708374023,2018-05-22
71557.82676696777,2018-05-23
-289080.56243896484,2018-05-24
173928.21157836914,2018-05-25
4836.652503967285,2018-05-29
-55646.429191589355,2018-05-30
86372.69773864746,2018-05-31
84464.09455108643,2018-06-01
-74899.87063598633,2018-06-04
96378.34844207764,2018-06-05
-337536.23724365234,2018-06-06
355418.01985931396,2018-06-07
-124720.13119506836,2018-06-08
-71215.25595855713,2018-06-11
203481.0212173462,2018-06-12
-131736.25000694278,2018-06-13
-24367.714779491303,2018-06-14
-70785.36027106096,2018-06-15
-149239.58869171143,2018-06-18
324919.6352958678,2018-06-19
-130723.38256145851,2018-06-20
61981.92900848389,2018-06-21
-219185.2657699585,2018-06-22
263325.17095184326,2018-06-25
-90942.92902374268,2018-06-26
82941.61277770996,2018-06-27
-303659.39905548096,2018-06-28
136916.79111099243,2018-06-29
16617.446548461914,2018-07-02
-148901.0634918213,2018-07-03
335047.2876930237,2018-07-05
-79463.01999664307,2018-07-06
78337.19019317627,2018-07-09
-319117.3867225647,2018-07-10
350239.08000564575,2018-07-11
-131612.31455230713,2018-07-12
68588.52829360962,2018-07-13
-224578.21479797363,2018-07-16
289171.46758651733,2018-07-17
-87417.70561981201,2018-07-18
65786.26573181152,2018-07-19
-325453.33992004395,2018-07-20
357803.45581817627,2018-07-23
-127929.16813659668,2018-07-24
-47275.92029571533,2018-07-25
196281.4872970581,2018-07-26
-152541.22986494447,2018-07-27
-12911.474212646484,2018-07-30
-80981.35241317749,2018-07-31
-138701.98686218262,2018-08-01
343293.93812561035,2018-08-02
-130469.38231658936,2018-08-03
99376.6781616211,2018-08-06
-243402.04442596436,2018-08-07
276567.2950592041,2018-08-08
-82482.89315414429,2018-08-09
51628.60741043091,2018-08-10
-309738.3742790222,2018-08-13
328561.9492301941,2018-08-14
-122810.33885574341,2018-08-15
-20227.4377784729,2018-08-16
-38832.30098724365,2018-08-17
39819.43201446533,2018-08-20
96310.66923522949,2018-08-21
52406.9418258667,2018-08-22
-252536.0620994568,2018-08-23
178039.6342201233,2018-08-24
-25271.845142364502,2018-08-27
-35444.89836883545,2018-08-28
91396.48183822632,2018-08-29
61017.094665527344,2018-08-30
-63885.78519439697,2018-08-31
64493.12812042236,2018-09-04
-332742.8483467102,2018-09-05
343120.7303581238,2018-09-06
-136092.16973114014,2018-09-07
-29648.24335861206,2018-09-10
223166.59200668335,2018-09-11
-126193.85011871345,2018-09-12
-33347.77276992798,2018-09-13
-84672.12809371937,2018-09-14
-131450.87188720703,2018-09-17
349645.36665344227,2018-09-18
-125517.25284957886,2018-09-19
113955.72399520874,2018-09-20
-259488.0594215392,2018-09-21
279767.15127944935,2018-09-24
-67794.99520111084,2018-09-25
53958.39443206787,2018-09-26
-336661.89682006824,2018-09-27
212032.92890167225,2018-09-28
-17207.439350128174,2018-10-01
-186409.4659500121,2018-10-02
375330.1514930724,2018-10-03
-85529.32736968994,2018-10-04
37057.90072631836,2018-10-05
-345329.44187927234,2018-10-08
321489.012939453,2018-10-09
-162828.54469680774,2018-10-10
127728.77735900867,2018-10-11
-263574.1615257262,2018-10-12
286236.787246704,2018-10-15
-46990.9859085083,2018-10-16
12897.808883666992,2018-10-17
-315236.17524337757,2018-10-18
341216.96584701526,2018-10-19
-161573.9628524779,2018-10-22
1526.8156051635742,2018-10-23
152651.09699249256,2018-10-24
-121625.80215740949,2018-10-25
-72120.03871917736,2018-10-26
-40871.40536880493,2018-10-29
-130835.1689414978,2018-10-30
333426.7402687074,2018-10-31
-123877.88114166271,2018-11-01
120656.99107742321,2018-11-02
-248740.7229499818,2018-11-05
292294.6117401124,2018-11-06
-45550.19785308838,2018-11-07
31857.171157836914,2018-11-08
-350802.63162231457,2018-11-09
342779.77229309094,2018-11-12
-104738.8822517395,2018-11-13
12648.961780548096,2018-11-14
-2988.788673400879,2018-11-15
-29165.916816711542,2018-11-16
-16566.553256988525,2018-11-19
2828.7660598754883,2018-11-20
-8314.819137573242,2018-11-21
17007.30443572998,2018-11-23
8108.781204223749,2018-11-26
40213.54719161987,2018-11-27
6817.171630859375,2018-11-28
15061.491649627686,2018-11-29
15257.30129623413,2018-11-30
-44773.10246658325,2018-12-03
-5258.33166885376,2018-12-04
-102924.36615371716,2018-12-06
77351.82928848278,2018-12-07
-2170.4194068909856,2018-12-10
10788.05157089245,2018-12-11
2790.090003967285,2018-12-12
-22043.476608276484,2018-12-13
-19780.40587234497,2018-12-14
8023.01354598999,2018-12-17
-82994.75718307495,2018-12-18
49591.871574401855,2018-12-19
-25703.072408370906,2018-12-20
-27251.03130722046,2018-12-21
-13798.995601654053,2018-12-24
83182.50087356567,2018-12-26
-118572.04118728638,2018-12-27
37933.61768722534,2018-12-28
