account_value,date,daily_return
1000000.0,2018-01-02,
1007616.5495281297,2018-01-03,0.007616549528129735
977580.0364498904,2018-01-04,-0.029809467790406607
1099130.0277539748,2018-01-05,0.12433763658420927
1026747.3855739823,2018-01-08,-0.0658544852312909
988966.7239426118,2018-01-09,-0.03679645272264309
834612.9339233093,2018-01-10,-0.15607581760077438
1208683.2976251678,2018-01-11,0.4481962218623261
1089371.941065033,2018-01-12,-0.09871184353631668
1044043.5901510315,2018-01-16,-0.041609618538261506
1150638.9049779968,2018-01-17,0.1020985290581069
1044864.1137106018,2018-01-18,-0.09192700751711302
1135520.3018743591,2018-01-19,0.08676361545408251
1208178.232622345,2018-01-22,0.06398646561232968
874817.7974721985,2018-01-23,-0.2759199149173457
1240667.716280182,2018-01-24,0.4182012755857427
1061351.9833242493,2018-01-25,-0.1445316345407649
1066855.3714010315,2018-01-26,0.005185261970816812
1049636.6640112,2018-01-29,-0.01613968289555434
1052980.0174047546,2018-01-30,0.0031852482941840954
1153207.2357580261,2018-01-31,0.09518434984198287
1155053.6310064392,2018-02-01,0.0016010957884766697
1133429.0256826477,2018-02-02,-0.018721732691277082
981780.8497564392,2018-02-05,-0.13379591707109584
1104781.9617254334,2018-02-06,0.12528367404956842
1124094.704256256,2018-02-07,0.017481044405051938
841825.6987707214,2018-02-08,-0.25110785098155464
1123909.6668035584,2018-02-09,0.33508595478226777
1083521.5593816834,2018-02-12,-0.03593536795242658
1142471.0483266907,2018-02-13,0.05440546008022862
818963.6687452393,2018-02-14,-0.2831646194056938
1153348.9342138367,2018-02-15,0.40830292994672135
1040703.2278005676,2018-02-16,-0.09766836650354416
819736.0160467224,2018-02-20,-0.21232490286480565
1178663.8506185608,2018-02-21,0.4378578317234516
1120735.1923467712,2018-02-22,-0.04914773473487688
1179807.9513876038,2018-02-23,0.052708935566783355
841585.2989637451,2018-02-26,-0.286676023861397
1210703.1003667908,2018-02-27,0.4385982049086945
1125358.2606527405,2018-02-28,-0.07049196428768911
1136997.4137136536,2018-03-01,0.010342620184048856
866277.7633688049,2018-03-02,-0.23810049792516752
1179403.1004964905,2018-03-05,0.3614606658146171
1120917.6430151062,2018-03-06,-0.04958903148275917
1161347.7433797913,2018-03-07,0.0360687518986087
826395.5730688171,2018-03-08,-0.28841677457966697
1217383.5937826233,2018-03-09,0.4731245343702333
1130479.67648526,2018-03-12,-0.0713858127719117
1080468.3660451965,2018-03-13,-0.04423901771993999
1112130.367197235,2018-03-14,0.029303959418941705
1165156.5815908508,2018-03-15,0.047679854770310115
1045470.0064184265,2018-03-16,-0.10272145140270317
996573.567438324,2018-03-19,-0.0467698151835193
822953.1918012695,2018-03-20,-0.17421731953351194
1167448.309625824,2018-03-21,0.41860839869947886
1072311.782861908,2018-03-22,-0.08149099705699858
1073545.9734594421,2018-03-23,0.0011509624507157756
856816.396974762,2018-03-26,-0.2018819704444339
1112361.3531210022,2018-03-27,0.2982493764691194
1047319.7089101868,2018-03-28,-0.05847168640687239
1117964.4598791199,2018-03-29,0.06745289940398824
781117.1253835754,2018-04-02,-0.30130415284575873
1162204.046243866,2018-04-03,0.487874236111715
1003412.0881368713,2018-04-04,-0.13663001657944251
807358.4032384949,2018-04-05,-0.19538700720897995
1126598.552507599,2018-04-06,0.3954131746056775
1049165.8039266663,2018-04-09,-0.06873144689257915
1124297.5533163147,2018-04-10,0.07161093995673151
800314.3650152283,2018-04-11,-0.2881649856352001
1154153.119478424,2018-04-12,0.44212470740352505
1093032.8724386292,2018-04-13,-0.052956792307952916
1108154.0141317444,2018-04-16,0.013834114301959577
872738.2112981873,2018-04-17,-0.21243960661732475
1162255.5400106506,2018-04-18,0.3317344479300499
1096648.3599187927,2018-04-19,-0.05644815432865713
1143347.2261755066,2018-04-20,0.042583263663634074
822601.079611023,2018-04-23,-0.2805325794486585
1136691.0182745056,2018-04-24,0.38182534213546604
1112897.796129425,2018-04-25,-0.020932005059034142
1066813.4857198792,2018-04-26,-0.04140929254224757
1095542.4527608948,2018-04-27,0.02692969991997196
1125283.8974706726,2018-04-30,0.02714768801046996
1026238.4212743836,2018-05-01,-0.08801821159879386
986149.3161108093,2018-05-02,-0.03906412421568817
810129.8412420349,2018-05-03,-0.17849170708038686
1143425.5526754456,2018-05-04,0.41141023878644534
1122923.6964742737,2018-05-07,-0.01793020643381682
1115375.0331289368,2018-05-08,-0.006722329726443599
877029.2874319153,2018-05-09,-0.21369112506346455
1177590.7547018128,2018-05-10,0.34270402548356227
1104646.6723501282,2018-05-11,-0.061943491030680975
1167323.7284948425,2018-05-14,0.05673946042074185
834911.4231779175,2018-05-15,-0.2847644549687518
1181147.0472204285,2018-05-16,0.41469743308174745
1146221.6041738587,2018-05-17,-0.029569089749459376
1091804.9588720398,2018-05-18,-0.04747480339200183
928274.6951620178,2018-05-21,-0.14977974076887102
1129355.3332922058,2018-05-22,0.21661760164117383
1123685.2367269592,2018-05-23,-0.0050206488587764
1174615.9141180115,2018-05-24,0.045324683217697004
884246.1272718506,2018-05-25,-0.24720402929683782
1162314.9748632507,2018-05-29,0.314469963752424
1162756.2933599548,2018-05-30,0.0003796892462442081
1047189.4272939758,2018-05-31,-0.09939044555246535
1118173.977846344,2018-06-01,0.06778577848689538
1182494.603716095,2018-06-04,0.05752291427281775
1127082.9699804382,2018-06-05,-0.04685994638920188
1199421.6689855652,2018-06-06,0.06418223052947236
860465.4445631104,2018-06-07,-0.28259971716963717
1216626.0846960144,2018-06-08,0.413916261696877
1196664.8546392517,2018-06-11,-0.016407037715084116
1129333.3001272278,2018-06-12,-0.05626600819017269
1155783.6992971497,2018-06-13,0.023421251429442513
1207991.106325348,2018-06-14,0.04517056873180203
1087303.0698110657,2018-06-15,-0.09990805054965146
1047143.396898468,2018-06-18,-0.03693512326749515
851560.5416509705,2018-06-19,-0.18677752810817894
1181807.2059881287,2018-06-20,0.38781348851238406
1158602.4074117737,2018-06-21,-0.01963501191969219
1136235.4246923523,2018-06-22,-0.019305140897633244
886455.7823659973,2018-06-25,-0.21983088794647065
1158116.3925420837,2018-06-26,0.30645703438361016
1083969.5331060486,2018-06-27,-0.06402366801257486
1150178.1312963562,2018-06-28,0.06107975931813403
837699.4698736267,2018-06-29,-0.27167849302658653
1098979.611780365,2018-07-02,0.3119020022134602
1038285.3707449036,2018-07-03,-0.05522781349613548
842069.3540746765,2018-07-05,-0.1889808160635592
1185518.6006109314,2018-07-06,0.40786337238654213
1126203.2773458557,2018-07-09,-0.050033228693762255
1189014.2160818176,2018-07-10,0.05577229262197636
857315.3492071228,2018-07-11,-0.27896963920898166
1215216.3708135681,2018-07-12,0.41746718046917675
1195303.5617239075,2018-07-13,-0.016386225175957225
1176657.5282537537,2018-07-16,-0.015599412623904407
921086.121874054,2018-07-17,-0.21720118236865948
1218807.4681799011,2018-07-18,0.3232285659674248
1146805.999658783,2018-07-19,-0.05907534241535384
1195957.172365387,2018-07-20,0.042859186925450654
861912.1176282959,2018-07-23,-0.2793118871275385
1224067.0181600647,2018-07-24,0.4201761329546012
1204505.9975378113,2018-07-25,-0.015980351020041583
1148247.8120901184,2018-07-26,-0.046706438625206514
1177981.473348816,2018-07-27,0.025894812030666348
1202908.5965063171,2018-07-30,0.021160878775654535
1105586.6433736878,2018-07-31,-0.08090552633449266
1054293.7595464783,2018-08-01,-0.04639426872116481
864245.4971067505,2018-08-02,-0.18026120397552214
1212746.5000326233,2018-08-03,0.40324306472241456
1191270.7871801453,2018-08-06,-0.017708328040443977
1197417.2352163391,2018-08-07,0.005159572535764934
930658.2105352478,2018-08-08,-0.22277867466380297
